2022-03-11 12:07:41.408491,2022-03-11 12:07:41.406024,0.002467,255
2022-03-11 12:07:41.435498,2022-03-11 12:07:41.433035,0.002463,254
2022-03-11 12:07:41.462576,2022-03-11 12:07:41.460114,0.002462,254
2022-03-11 12:07:41.489456,2022-03-11 12:07:41.486990,0.002466,255
2022-03-11 12:07:41.516491,2022-03-11 12:07:41.514030,0.002461,254
2022-03-11 12:07:41.543542,2022-03-11 12:07:41.541082,0.002460,255
2022-03-11 12:07:41.570510,2022-03-11 12:07:41.568043,0.002467,253
2022-03-11 12:07:41.622645,2022-03-11 12:07:41.620185,0.002460,256
2022-03-11 12:07:41.676525,2022-03-11 12:07:41.674060,0.002465,254
2022-03-11 12:07:41.730604,2022-03-11 12:07:41.728143,0.002461,255
2022-03-11 12:07:41.757649,2022-03-11 12:07:41.755195,0.002454,255
2022-03-11 12:07:41.784508,2022-03-11 12:07:41.782039,0.002469,257
2022-03-11 12:07:41.811645,2022-03-11 12:07:41.809199,0.002446,255
2022-03-11 12:07:41.838480,2022-03-11 12:07:41.836014,0.002466,256
2022-03-11 12:07:41.865676,2022-03-11 12:07:41.863216,0.002460,254
2022-03-11 12:07:41.919480,2022-03-11 12:07:41.917013,0.002467,256
2022-03-11 12:07:41.972569,2022-03-11 12:07:41.970094,0.002475,256
2022-03-11 12:07:41.999563,2022-03-11 12:07:41.997101,0.002462,253
2022-03-11 12:07:42.026516,2022-03-11 12:07:42.024052,0.002464,251
2022-03-11 12:07:42.053526,2022-03-11 12:07:42.051056,0.002470,253
2022-03-11 12:07:42.080563,2022-03-11 12:07:42.078101,0.002462,254
2022-03-11 12:07:42.107542,2022-03-11 12:07:42.105083,0.002459,255
2022-03-11 12:07:42.134673,2022-03-11 12:07:42.132211,0.002462,254
2022-03-11 12:07:42.215503,2022-03-11 12:07:42.213037,0.002466,254
2022-03-11 12:07:42.269642,2022-03-11 12:07:42.267177,0.002465,256
2022-03-11 12:07:42.296519,2022-03-11 12:07:42.294048,0.002471,255
2022-03-11 12:07:42.323485,2022-03-11 12:07:42.321025,0.002460,254
2022-03-11 12:07:42.350596,2022-03-11 12:07:42.348130,0.002466,254
2022-03-11 12:07:42.377604,2022-03-11 12:07:42.375136,0.002468,255
2022-03-11 12:07:42.404568,2022-03-11 12:07:42.402109,0.002459,257
2022-03-11 12:07:42.431625,2022-03-11 12:07:42.429163,0.002462,254
2022-03-11 12:07:42.458646,2022-03-11 12:07:42.456186,0.002460,256
2022-03-11 12:07:42.512524,2022-03-11 12:07:42.510058,0.002466,254
2022-03-11 12:07:42.566542,2022-03-11 12:07:42.564079,0.002463,255
2022-03-11 12:07:42.593618,2022-03-11 12:07:42.591156,0.002462,253
2022-03-11 12:07:42.620533,2022-03-11 12:07:42.618068,0.002465,254
2022-03-11 12:07:42.646460,2022-03-11 12:07:42.643998,0.002462,257
2022-03-11 12:07:42.673600,2022-03-11 12:07:42.671138,0.002462,255
2022-03-11 12:07:42.699443,2022-03-11 12:07:42.696983,0.002460,256
