"0x5ce4 (23780)","b'[0.567314, 0.080903, 0.616388, 0.323529, -0.212214, 0.565469]#[1.9687530847265007, -0.6853103102609158, -1.390072790513959, -1.300860457269769, -0.15711713169680702, 1.497675485531489, 0.8746783110607002]#OPEN'"
"0x5cf8 (23800)","b'[0.567314, 0.080903, 0.616388, 0.323530, -0.212215, 0.565474]#[1.9687530847265007, -0.6853150497362924, -1.3900708416721277, -1.300860457269769, -0.15711713169680702, 1.497674773454666, 0.8746783110607002]#OPEN'"
"0x5d0b (23819)","b'[0.567314, 0.080903, 0.616390, 0.323534, -0.212223, 0.565473]#[1.9687530847265007, -0.6853133792910456, -1.3900691712362725, -1.3008585084279378, -0.15711652134525275, 1.497677952369054, 0.874671698918773]#OPEN'"
"0x5d0e (23822)","b'[0.567313, 0.080902, 0.616391, 0.323529, -0.212219, 0.565471]#[1.9687514143996616, -0.6853110039654243, -1.3900691712362725, -1.3008568379920826, -0.1571171316968899, 1.497674773454666, 0.874676886907057]#OPEN'"
"0x5d23 (23843)","b'[0.567313, 0.080905, 0.616391, 0.323537, -0.212223, 0.565469]#[1.968754755271372, -0.6853109712268632, -1.390067500800417, -1.3008585084279378, -0.15711846728890683, 1.4976769096851348, 0.874673123072419]#OPEN'"
"0x5d33 (23859)","b'[0.567313, 0.080903, 0.616390, 0.323533, -0.212220, 0.565473]#[1.9687530847265007, -0.6853149678868157, -1.390067500800417, -1.3008585084279378, -0.15711819919391914, 1.4976754855334828, 0.874675361028148]#OPEN'"
"0x5d43 (23875)","b'[0.567314, 0.080903, 0.616390, 0.323533, -0.212220, 0.565470]#[1.9687530847265007, -0.6853129176008256, -1.3900691712362725, -1.3008585084279378, -0.15711972012784745, 1.49767548553149, 0.8746746489513252]#OPEN'"
"0x5d5a (23898)","b'[0.567314, 0.080902, 0.616390, 0.323529, -0.212221, 0.565473]#[1.9687530847265007, -0.685313133745306, -1.390070841672126, -1.3008568379920826, -0.15711713185932202, 1.4976769096851348, 0.8746753610281507]#OPEN'"
"0x5d6e (23918)","b'[0.567314, 0.080902, 0.616390, 0.323529, -0.212221, 0.565477]#[1.9687530847266501, -0.6853167645786677, -1.3900691712362725, -1.3008568379920826, -0.1571171316968074, 1.497676197608312, 0.8746760731049628]#OPEN'"
"0x5d6f (23919)","b'[0.567314, 0.080902, 0.616391, 0.323529, -0.212222, 0.565475]#[1.9687514142906455, -0.6853143217138139, -1.3900691712362725, -1.3008568379920826, -0.15711663981867424, 1.497676197608312, 0.8746746489519898]#OPEN'"
"0x5d7e (23934)","b'[0.567314, 0.080903, 0.616389, 0.323536, -0.212220, 0.565470]#[1.9687547551623559, -0.6853131323543393, -1.3900708416721277, -1.3008585084279378, -0.15711845412519243, 1.497674773454666, 0.874671698918773]#OPEN'"
"0x5d8b (23947)","b'[0.567314, 0.080904, 0.616390, 0.323533, -0.212221, 0.565473]#[1.9687567040041871, -0.6853150495976373, -1.3900708416721277, -1.3008568379920826, -0.15711900805102452, 1.497676197608312, 0.8746746489513252]#OPEN'"
"0x5da3 (23971)","b'[0.567314, 0.080902, 0.616389, 0.323532, -0.212218, 0.565475]#[1.9687530847265007, -0.6853169985821366, -1.3900708416721277, -1.3008585084279378, -0.157117843779649, 1.4976747734553304, 0.8746739368685205]#OPEN'"
"0x5da6 (23974)","b'[0.567314, 0.080903, 0.616389, 0.323531, -0.212216, 0.565476]#[1.9687530847265007, -0.6853164734303459, -1.3900691712362558, -1.300860457269769, -0.15711713169680702, 1.497674773454666, 0.87467748595581]#OPEN'"
"0x5db7 (23991)","b'[0.567313, 0.080905, 0.616389, 0.323533, -0.212216, 0.565473]#[1.9687547551623614, -0.6853143188407342, -1.3900684558715188, -1.300860457269769, -0.15711819795990395, 1.4976747749141979, 0.8746790231375231]#OPEN'"
"0x5dc9 (24009)","b'[0.567314, 0.080902, 0.616390, 0.323530, -0.212220, 0.565470]#[1.968753799982238, -0.6853133793044346, -1.3900708406909812, -1.3008568644830358, -0.15712033064192496, 1.4976754860160058, 0.874675361028148]#OPEN'"
"0x5dd8 (24024)","b'[0.567314, 0.080904, 0.616389, 0.323532, -0.212218, 0.565472]#[1.9687547551623559, -0.6853131365985715, -1.3900708416721277, -1.3008585084642765, -0.15711784377362992, 1.497675485531489, 0.874676073104971]#OPEN'"
"0x5df0 (24048)","b'[0.567315, 0.080900, 0.616390, 0.323528, -0.212221, 0.565474]#[1.9687514938738673, -0.6853150497041993, -1.3900708406909812, -1.3008558828119645, -0.15711819795767556, 1.497675485531489, 0.8746739368745022]#OPEN'"
"0x5dfa (24058)","b'[0.567314, 0.080902, 0.616387, 0.323532, -0.212216, 0.565473]#[1.9687514142906455, -0.6853150237386051, -1.390072790513959, -1.3008621277056243, -0.1571165213452445, 1.497675485531489, 0.874672410993602]#OPEN'"
"0x5e04 (24068)","b'[0.567314, 0.080903, 0.616388, 0.323531, -0.212216, 0.565473]#[1.9687530847265007, -0.6853148157011711, -1.390070841672127, -1.3008606541951497, -0.1571178481615347, 1.497675485531489, 0.8746768869070543]#OPEN'"
"0x5e17 (24087)","b'[0.567313, 0.080904, 0.616389, 0.323535, -0.212217, 0.565471]#[1.9687530847265007, -0.6853126772941739, -1.3900691712362725, -1.300860457269769, -0.15711713169680977, 1.4976740613778432, 0.8746746489519898]#OPEN'"
