2022-03-11 12:07:41.355671,2022-03-11 12:07:41.351512,0.004159,256
2022-03-11 12:07:41.408503,2022-03-11 12:07:41.404348,0.004155,255
2022-03-11 12:07:41.435507,2022-03-11 12:07:41.431352,0.004155,254
2022-03-11 12:07:41.462610,2022-03-11 12:07:41.458432,0.004178,254
2022-03-11 12:07:41.516526,2022-03-11 12:07:41.512347,0.004179,254
2022-03-11 12:07:41.543593,2022-03-11 12:07:41.539410,0.004183,255
2022-03-11 12:07:41.570531,2022-03-11 12:07:41.566367,0.004164,253
2022-03-11 12:07:41.596587,2022-03-11 12:07:41.592405,0.004182,255
2022-03-11 12:07:41.622694,2022-03-11 12:07:41.618516,0.004178,256
2022-03-11 12:07:41.649647,2022-03-11 12:07:41.645488,0.004159,254
2022-03-11 12:07:41.757680,2022-03-11 12:07:41.753507,0.004173,255
2022-03-11 12:07:41.811673,2022-03-11 12:07:41.807518,0.004155,255
2022-03-11 12:07:41.838493,2022-03-11 12:07:41.834338,0.004155,256
2022-03-11 12:07:41.892491,2022-03-11 12:07:41.888336,0.004155,255
2022-03-11 12:07:41.972583,2022-03-11 12:07:41.968425,0.004158,256
2022-03-11 12:07:41.999577,2022-03-11 12:07:41.995420,0.004157,253
2022-03-11 12:07:42.026529,2022-03-11 12:07:42.022371,0.004158,251
2022-03-11 12:07:42.053538,2022-03-11 12:07:42.049377,0.004161,253
2022-03-11 12:07:42.134702,2022-03-11 12:07:42.130533,0.004169,254
2022-03-11 12:07:42.188529,2022-03-11 12:07:42.184371,0.004158,255
2022-03-11 12:07:42.215530,2022-03-11 12:07:42.211360,0.004170,254
2022-03-11 12:07:42.242621,2022-03-11 12:07:42.238450,0.004171,252
2022-03-11 12:07:42.269672,2022-03-11 12:07:42.265500,0.004172,256
2022-03-11 12:07:42.296546,2022-03-11 12:07:42.292338,0.004208,255
2022-03-11 12:07:42.350610,2022-03-11 12:07:42.346452,0.004158,254
2022-03-11 12:07:42.404595,2022-03-11 12:07:42.400424,0.004171,257
2022-03-11 12:07:42.431654,2022-03-11 12:07:42.427485,0.004169,254
2022-03-11 12:07:42.458675,2022-03-11 12:07:42.454509,0.004166,256
2022-03-11 12:07:42.485530,2022-03-11 12:07:42.481374,0.004156,255
2022-03-11 12:07:42.512553,2022-03-11 12:07:42.508382,0.004171,254
2022-03-11 12:07:42.539522,2022-03-11 12:07:42.535349,0.004173,256
2022-03-11 12:07:42.593647,2022-03-11 12:07:42.589477,0.004170,253
2022-03-11 12:07:42.620550,2022-03-11 12:07:42.616388,0.004162,254
2022-03-11 12:07:42.673628,2022-03-11 12:07:42.669419,0.004209,255
2022-03-11 12:07:42.699459,2022-03-11 12:07:42.695301,0.004158,256
2022-03-11 12:07:42.726631,2022-03-11 12:07:42.722487,0.004144,255
2022-03-11 12:07:42.753537,2022-03-11 12:07:42.749330,0.004207,254
2022-03-11 12:07:42.780589,2022-03-11 12:07:42.776419,0.004170,253
2022-03-11 12:07:42.807627,2022-03-11 12:07:42.803411,0.004216,255
2022-03-11 12:07:42.915555,2022-03-11 12:07:42.911388,0.004167,255
2022-03-11 12:07:42.942651,2022-03-11 12:07:42.938482,0.004169,256
2022-03-11 12:07:42.969544,2022-03-11 12:07:42.965373,0.004171,255
2022-03-11 12:07:42.996584,2022-03-11 12:07:42.992377,0.004207,254
2022-03-11 12:07:43.023636,2022-03-11 12:07:43.019491,0.004145,256
2022-03-11 12:07:43.050645,2022-03-11 12:07:43.046489,0.004156,256
2022-03-11 12:07:43.077639,2022-03-11 12:07:43.073497,0.004142,254
2022-03-11 12:07:43.104604,2022-03-11 12:07:43.100445,0.004159,255
2022-03-11 12:07:43.157558,2022-03-11 12:07:43.153402,0.004156,255
2022-03-11 12:07:43.210551,2022-03-11 12:07:43.206378,0.004173,255
2022-03-11 12:07:43.237516,2022-03-11 12:07:43.233361,0.004155,254
2022-03-11 12:07:43.319521,2022-03-11 12:07:43.315353,0.004168,255
2022-03-11 12:07:43.373625,2022-03-11 12:07:43.369416,0.004209,254
2022-03-11 12:07:43.400445,2022-03-11 12:07:43.396241,0.004204,252
2022-03-11 12:07:43.427592,2022-03-11 12:07:43.423421,0.004171,256
2022-03-11 12:07:43.454647,2022-03-11 12:07:43.450476,0.004171,252
2022-03-11 12:07:43.481647,2022-03-11 12:07:43.477445,0.004202,257
2022-03-11 12:07:43.508581,2022-03-11 12:07:43.504425,0.004156,254
2022-03-11 12:07:43.535629,2022-03-11 12:07:43.531468,0.004161,252
2022-03-11 12:07:43.562612,2022-03-11 12:07:43.558442,0.004170,253
2022-03-11 12:07:43.616608,2022-03-11 12:07:43.612438,0.004170,255
2022-03-11 12:07:43.670629,2022-03-11 12:07:43.666419,0.004210,255
2022-03-11 12:07:43.805701,2022-03-11 12:07:43.801532,0.004169,252
2022-03-11 12:07:43.832550,2022-03-11 12:07:43.828344,0.004206,257
2022-03-11 12:07:43.859514,2022-03-11 12:07:43.855345,0.004169,255
2022-03-11 12:07:43.886648,2022-03-11 12:07:43.882433,0.004215,255
2022-03-11 12:07:43.940474,2022-03-11 12:07:43.936322,0.004152,255
