"0x4976 (18806)","b'[0.328545, 0.040791, 0.544716, 0.035029, -0.038790, -0.018187]#[-0.04361005005451334, -0.6973152209830829, 0.11204495772104464, -2.1555150681211237, 0.05346932537537864, 1.5000981886386868, 0.7993528445338208]#OPEN'"
"0x4985 (18821)","b'[0.328549, 0.040789, 0.544709, 0.035025, -0.038769, -0.018187]#[-0.04361153597057912, -0.6972965814177469, 0.11204272346305005, -2.155516738556979, 0.05346640838771542, 1.5000973748366035, 0.7993532090493375]#OPEN'"
"0x4992 (18834)","b'[0.328550, 0.040786, 0.544708, 0.035018, -0.038767, -0.018178]#[-0.04361495629011666, -0.6972925140230279, 0.11203504129395415, -2.1555150681211237, 0.05346962623443223, 1.5000973748366035, 0.7993509710936081]#OPEN'"
"0x4993 (18835)","b'[0.328548, 0.040787, 0.544712, 0.035017, -0.038780, -0.018185]#[-0.04361188715268271, -0.6973030934501112, 0.11203814259028122, -2.1555144857317536, 0.05346510765065389, 1.5000989007214915, 0.7993568711587123]#OPEN'"
"0x49ad (18861)","b'[0.328546, 0.040787, 0.544715, 0.035018, -0.038787, -0.018184]#[-0.04360863669702053, -0.697310768966058, 0.11203503870256167, -2.1555133976852683, 0.05346479372921835, 1.5000977223979102, 0.7993568711587123]#OPEN'"
"0x49c5 (18885)","b'[0.328548, 0.040788, 0.544711, 0.035018, -0.038777, -0.018180]#[-0.04360989188441639, -0.6973034417988296, 0.112036708801462, -2.155516738556979, 0.053469684471775344, 1.5000981886386868, 0.799356871158712]#OPEN'"
"0x49d0 (18896)","b'[0.328547, 0.040788, 0.544712, 0.035023, -0.038779, -0.018185]#[-0.04360986651035761, -0.6973053196889777, 0.11203865764329309, -2.1555150681211237, 0.05346613103946423, 1.5000966627597807, 0.7993532090493374]#OPEN'"
"0x49d8 (18904)","b'[0.328547, 0.040789, 0.544713, 0.035021, -0.038779, -0.018182]#[-0.043611538909225624, -0.6973057264275394, 0.11203987442242253, -2.155515058963602, 0.05346935126225184, 1.5000966627597807, 0.7993554470050664]#OPEN'"
"0x49d9 (18905)","b'[0.328548, 0.040789, 0.544711, 0.035023, -0.038775, -0.018188]#[-0.0436099445837997, -0.6972994741724249, 0.1120417631689684, -2.1555133976852323, 0.05346479984427359, 1.5000966627597807, 0.7993561590818894]#OPEN'"
"0x49e8 (18920)","b'[0.328546, 0.040788, 0.544712, 0.035015, -0.038778, -0.018183]#[-0.043613452224938724, -0.697306909653179, 0.11204064376434689, -2.1555167385192946, 0.05346920526468778, 1.5000959492294073, 0.7993598211904366]#OPEN'"
"0x49fd (18941)","b'[0.328547, 0.040788, 0.544714, 0.035018, -0.038784, -0.018181]#[-0.0436098772523885, -0.6973077558331578, 0.11203678902159435, -2.1555133976852683, 0.05346870436041015, 1.5000973748366033, 0.7993568711587123]#OPEN'"
"0x49ff (18943)","b'[0.328548, 0.040786, 0.544711, 0.035009, -0.038777, -0.018179]#[-0.0436160509822613, -0.6973035731480025, 0.11203506472085872, -2.155516738556979, 0.053469704928321614, 1.5000981886386866, 0.7993583970367908]#OPEN'"
"0x4a09 (18953)","b'[0.328548, 0.040787, 0.544709, 0.035017, -0.038768, -0.018186]#[-0.0436139063590005, -0.6972988634233721, 0.11203960761788699, -2.15551868739881, 0.05346480671809031, 1.5000959506829574, 0.799355447005805]#OPEN'"
"0x4a0f (18959)","b'[0.328547, 0.040788, 0.544713, 0.035020, -0.038780, -0.018185]#[-0.043611998885705806, -0.6973059545094158, 0.11203865865371423, -2.1555150681211237, 0.05346617438462744, 1.5000966627597805, 0.7993547349282437]#OPEN'"
"0x4a23 (18979)","b'[0.328548, 0.040791, 0.544713, 0.035024, -0.038779, -0.018184]#[-0.04360791670493563, -0.6973031818636507, 0.11204173848397743, -2.1555133976852683, 0.05346850130292455, 1.5000973748366033, 0.7993568711587125]#OPEN'"
"0x4a3b (19003)","b'[0.328547, 0.040788, 0.544714, 0.035014, -0.038781, -0.018182]#[-0.0436122851343902, -0.6973050292315638, 0.11203744540299165, -2.1555117272494133, 0.05346814610838564, 1.500095950676976, 0.7993591091136137]#OPEN'"
"0x4a44 (19012)","b'[0.328546, 0.040790, 0.544714, 0.035023, -0.038784, -0.018185]#[-0.04360986553472385, -0.6973108742984427, 0.1120415080120891, -2.1555150681211237, 0.05346800164447445, 1.5000959506829574, 0.7993554469990848]#OPEN'"
"0x4a47 (19015)","b'[0.328548, 0.040787, 0.544713, 0.035016, -0.038779, -0.018187]#[-0.04361178178869252, -0.6973033613045966, 0.11203884367315296, -2.1555133976852683, 0.05346342684645545, 1.5000966627597805, 0.7993583970367908]#OPEN'"
"0x4a57 (19031)","b'[0.328549, 0.040787, 0.544711, 0.035016, -0.038774, -0.018180]#[-0.04361224806793195, -0.6972994741728743, 0.11203503934394916, -2.1555150681211237, 0.05346861905108313, 1.5000973748366033, 0.7993554470050664]#OPEN'"
"0x4a5f (19039)","b'[0.328548, 0.040789, 0.544712, 0.035024, -0.038775, -0.018183]#[-0.04360986567924022, -0.6973014243228998, 0.11203936826878308, -2.1555133976852683, 0.053468501319191494, 1.5000952386061346, 0.7993529801675013]#OPEN'"
"0x0000 (0)","b'NOTIFY * HTTP/1.1\r\nHOST: 239.255.255.250:1900\r\nCACHE-CONTROL: max-age=100\r\nLOCATION: http://192.168.2.1:1900/igd.xml\r\nNT: upnp:rootdevice\r\nNTS: ssdp:alive\r\nSERVER: ipos/7.0 UPnP/1.0 TL-WR841N/10.0\r\nUSN: uuid:060b7353-fca6-4070-85f4-1fbfb9add62c::upnp:rootdevice\r\n\r\n'"
"0x4a6f (19055)","b'[0.328547, 0.040787, 0.544712, 0.035016, -0.038779, -0.018182]#[-0.043613209344932416, -0.697304764976279, 0.1120367098132748, -2.1555150681211237, 0.0534678330063623, 1.5000973748366033, 0.7993554474895832]#OPEN'"
"0x4a8a (19082)","b'[0.328548, 0.040786, 0.544712, 0.035018, -0.038777, -0.018186]#[-0.04361225002972192, -0.6973014230283702, 0.11203671172851973, -2.1555133976852683, 0.05346378089447734, 1.5000966627597805, 0.7993547349282437]#OPEN'"
"0x4a8b (19083)","b'[0.328548, 0.040786, 0.544712, 0.035015, -0.038779, -0.018184]#[-0.04361366942988263, -0.6973043108553593, 0.11203678783202312, -2.1555150681211237, 0.05346611592293412, 1.5000973748366035, 0.7993561590878712]#OPEN'"
"0x4a92 (19090)","b'[0.328548, 0.040788, 0.544711, 0.035014, -0.038777, -0.018185]#[-0.04361153597057912, -0.6973014230142616, 0.11203866067455098, -2.1555150681211237, 0.053465445090597634, 1.5000981886386868, 0.7993608638743559]#OPEN'"
"0x0000 (0)","b'NOTIFY * HTTP/1.1\r\nHOST: 239.255.255.250:1900\r\nCACHE-CONTROL: max-age=100\r\nLOCATION: http://192.168.2.1:1900/igd.xml\r\nNT: uuid:060b7353-fca6-4070-85f4-1fbfb9add62c\r\nNTS: ssdp:alive\r\nSERVER: ipos/7.0 UPnP/1.0 TL-WR841N/10.0\r\nUSN: uuid:060b7353-fca6-4070-85f4-1fbfb9add62c\r\n\r\n'"
"0x4aa7 (19111)","b'[0.328548, 0.040787, 0.544712, 0.035019, -0.038779, -0.018184]#[-0.043610102574161334, -0.6973042841825602, 0.11203574865429217, -2.155516738556979, 0.05346530351154039, 1.5000992482768163, 0.7993547349282437]#OPEN'"
"0x4ab2 (19122)","b'[0.328548, 0.040787, 0.544711, 0.035015, -0.038775, -0.018182]#[-0.043609874422325605, -0.6972994742087709, 0.11203504821853143, -2.1555133976852683, 0.05346599575776427, 1.5000966627597807, 0.7993583971982964]#OPEN'"
"0x4abd (19133)","b'[0.328547, 0.040789, 0.544713, 0.035023, -0.038781, -0.018182]#[-0.043610050042536375, -0.6973054820851486, 0.11203865796813856, -2.1555133976852683, 0.05346932797375932, 1.5000966627597807, 0.7993532090493375]#OPEN'"
"0x4ac4 (19140)","b'[0.328548, 0.040787, 0.544712, 0.035014, -0.038777, -0.018180]#[-0.04361177691134648, -0.6973014318567095, 0.11203504173367103, -2.1555133976852683, 0.053468613844587724, 1.5000966627597807, 0.7993583970367909]#OPEN'"
"0x0000 (0)","b'NOTIFY * HTTP/1.1\r\nHOST: 239.255.255.250:1900\r\nCACHE-CONTROL: max-age=100\r\nLOCATION: http://192.168.2.1:1900/igd.xml\r\nNT: urn:schemas-upnp-org:device:InternetGatewayDevice:1\r\nNTS: ssdp:alive\r\nSERVER: ipos/7.0 UPnP/1.0 TL-WR841N/10.0\r\nUSN: uuid:060b7353-fca6-4070-85f4-1fbfb9add62c::urn:schemas-upnp-org:device:InternetGatewayDevice:1\r\n\r\n'"
"0x4ad9 (19161)","b'[0.328548, 0.040787, 0.544710, 0.035024, -0.038772, -0.018184]#[-0.04360986564311719, -0.6973001913395496, 0.1120367178996908, -2.155516738552792, 0.05346556085042891, 1.5000966627597807, 0.7993509710933867]#OPEN'"
"0x4ae1 (19169)","b'[0.328547, 0.040789, 0.544713, 0.035022, -0.038780, -0.018184]#[-0.04361005296888128, -0.6973062753085366, 0.1120404450004383, -2.1555150681211237, 0.05346791581843447, 1.5000973753211202, 0.7993554600870187]#OPEN'"
"0x4ae6 (19174)","b'[0.328547, 0.040787, 0.544710, 0.035017, -0.038775, -0.018185]#[-0.0436098655360638, -0.6973034143213279, 0.11203575158174406, -2.15551868739881, 0.05346436143041876, 1.5000981886386868, 0.7993568711587125]#OPEN'"
"0x0000 (0)","b'NOTIFY * HTTP/1.1\r\nHOST: 239.255.255.250:1900\r\nCACHE-CONTROL: max-age=100\r\nLOCATION: http://192.168.2.1:1900/igd.xml\r\nNT: urn:schemas-upnp-org:service:Layer3Forwarding:1\r\nNTS: ssdp:alive\r\nSERVER: ipos/7.0 UPnP/1.0 TL-WR841N/10.0\r\nUSN: uuid:060b7353-fca6-4070-85f4-1fbfb9add62c::urn:schemas-upnp-org:service:Layer3Forwarding:1\r\n\r\n'"
"0x4aeb (19179)","b'[0.328548, 0.040788, 0.544712, 0.035017, -0.038780, -0.018182]#[-0.0436098656792377, -0.6973043203397776, 0.11203678772643665, -2.1555150681211237, 0.0534676481833492, 1.5000981886386868, 0.799357684959968]#OPEN'"
"0x4af0 (19184)","b'[0.328547, 0.040788, 0.544712, 0.035021, -0.038777, -0.018182]#[-0.04361012934520251, -0.6973030944317065, 0.11203720431170093, -2.1555150681211237, 0.053468270126628234, 1.5000966627597807, 0.7993539211261603]#OPEN'"
"0x4af8 (19192)","b'[0.328547, 0.040788, 0.544712, 0.035020, -0.038776, -0.018184]#[-0.04360986553611721, -0.6973030965025839, 0.11203742785914411, -2.1555150681211237, 0.0534657788798877, 1.5000959506829574, 0.7993554470050666]#OPEN'"
"0x4afa (19194)","b'[0.328548, 0.040787, 0.544712, 0.035017, -0.038778, -0.018180]#[-0.04360986598164692, -0.6973035779554336, 0.11203511773163925, -2.1555150681211237, 0.05346861331244852, 1.5000974925741735, 0.7993568711587125]#OPEN'"
"0x0000 (0)","b'NOTIFY * HTTP/1.1\r\nHOST: 239.255.255.250:1900\r\nCACHE-CONTROL: max-age=100\r\nLOCATION: http://192.168.2.1:1900/igd.xml\r\nNT: uuid:254e9977-8964-49f3-b8d5-51acb7bd40fc\r\nNTS: ssdp:alive\r\nSERVER: ipos/7.0 UPnP/1.0 TL-WR841N/10.0\r\nUSN: uuid:254e9977-8964-49f3-b8d5-51acb7bd40fc\r\n\r\n'"
"0x4b01 (19201)","b'[0.328548, 0.040786, 0.544712, 0.035023, -0.038777, -0.018185]#[-0.04361028708532662, -0.6973016614328519, 0.11203504812155868, -2.1555133976852683, 0.05346378317749103, 1.5000966627597807, 0.7993502590170068]#OPEN'"
"0x4b10 (19216)","b'[0.328547, 0.040786, 0.544712, 0.035016, -0.038778, -0.018183]#[-0.04361320965806207, -0.697304764871156, 0.11203527610298265, -2.1555167385568237, 0.05346565562111932, 1.5000973748366035, 0.7993539211261603]#OPEN'"
"0x4b28 (19240)","b'[0.328547, 0.040787, 0.544712, 0.035014, -0.038778, -0.018182]#[-0.04361224817095885, -0.6973048521947268, 0.11203679649157319, -2.1555150681211237, 0.053468144215862635, 1.5000959506829576, 0.7993583970367909]#OPEN'"
"0x4b2b (19243)","b'[0.328547, 0.040786, 0.544710, 0.035013, -0.038773, -0.018181]#[-0.043613695778680066, -0.6973033583596435, 0.11203503836575518, -2.15551868739881, 0.05346800884891625, 1.5000959506829576, 0.7993568711587125]#OPEN'"
"0x0000 (0)","b'NOTIFY * HTTP/1.1\r\nHOST: 239.255.255.250:1900\r\nCACHE-CONTROL: max-age=100\r\nLOCATION: http://192.168.2.1:1900/igd.xml\r\nNT: urn:schemas-upnp-org:device:WANDevice:1\r\nNTS: ssdp:alive\r\nSERVER: ipos/7.0 UPnP/1.0 TL-WR841N/10.0\r\nUSN: uuid:254e9977-8964-49f3-b8d5-51acb7bd40fc::urn:schemas-upnp-org:device:WANDevice:1\r\n\r\n'"
"0x4b3a (19258)","b'[0.328547, 0.040787, 0.544713, 0.035016, -0.038780, -0.018183]#[-0.04361392731382318, -0.6973059544897318, 0.11203866674968965, -2.1555150681211237, 0.05346768565631735, 1.5000973748366035, 0.7993568711587125]#OPEN'"
"0x4b53 (19283)","b'[0.328547, 0.040788, 0.544711, 0.035017, -0.038776, -0.018183]#[-0.043613672246619266, -0.6973035687868523, 0.1120403280791484, -2.155516738556979, 0.05346932391068551, 1.5000973748366035, 0.7993568711587125]#OPEN'"
"0x4b59 (19289)","b'[0.328548, 0.040790, 0.544712, 0.035025, -0.038776, -0.018185]#[-0.04361058553885148, -0.697301432827066, 0.1120424599195338, -2.1555133976852683, 0.05346814174394519, 1.5000959506829576, 0.7993539212876658]#OPEN'"
"0x4b5b (19291)","b'[0.328547, 0.040787, 0.544712, 0.035019, -0.038777, -0.018185]#[-0.043609874675224876, -0.6973030934501139, 0.11203726081895542, -2.1555150681211237, 0.05346510122324064, 1.5000966642133309, 0.7993561590818895]#OPEN'"
"0x0000 (0)","b'NOTIFY * HTTP/1.1\r\nHOST: 239.255.255.250:1900\r\nCACHE-CONTROL: max-age=100\r\nLOCATION: http://192.168.2.1:1900/igd.xml\r\nNT: urn:schemas-upnp-org:service:WANCommonInterfaceConfig:1\r\nNTS: ssdp:alive\r\nSERVER: ipos/7.0 UPnP/1.0 TL-WR841N/10.0\r\nUSN: uuid:254e9977-8964-49f3-b8d5-51acb7bd40fc::urn:schemas-upnp-org:service:WANCommonInterfaceConfig:1\r\n\r\n'"
"0x4b74 (19316)","b'[0.328547, 0.040787, 0.544713, 0.035015, -0.038780, -0.018180]#[-0.04361224741226114, -0.6973052483747069, 0.11203503937602659, -2.1555150681211237, 0.05346860144864349, 1.5000973748366035, 0.7993561590818895]#OPEN'"
"0x4b8a (19338)","b'[0.328549, 0.040785, 0.544711, 0.035016, -0.038773, -0.018180]#[-0.04361057669332525, -0.6972986249562694, 0.11203173257033154, -2.1555150681211237, 0.05346578002699329, 1.5000966627597807, 0.7993539216106769]#OPEN'"
"0x4b9e (19358)","b'[0.328548, 0.040788, 0.544711, 0.035022, -0.038773, -0.018183]#[-0.043609874319292585, -0.6972994741764624, 0.11203670981188132, -2.1555150681211237, 0.053466661050729614, 1.5000966627597807, 0.7993524969725148]#OPEN'"
"0x4ba8 (19368)","b'[0.328548, 0.040794, 0.544710, 0.035029, -0.038772, -0.018192]#[-0.043608162516453976, -0.6973001923716013, 0.11205132629869191, -2.1555150681211237, 0.05346688019861707, 1.5000959506829576, 0.7993591091136137]#OPEN'"
"0x0000 (0)","b'NOTIFY * HTTP/1.1\r\nHOST: 239.255.255.250:1900\r\nCACHE-CONTROL: max-age=100\r\nLOCATION: http://192.168.2.1:1900/igd.xml\r\nNT: uuid:9f0865b3-f5da-4ad5-85b7-7404637fdf37\r\nNTS: ssdp:alive\r\nSERVER: ipos/7.0 UPnP/1.0 TL-WR841N/10.0\r\nUSN: uuid:9f0865b3-f5da-4ad5-85b7-7404637fdf37\r\n\r\n'"
"0x4bc3 (19395)","b'[0.328546, 0.040791, 0.544715, 0.035024, -0.038786, -0.018190]#[-0.04361153893712914, -0.6973096542052022, 0.11204643336678173, -2.1555117272494133, 0.05346612782521903, 1.5000966642133309, 0.799357684959968]#OPEN'"
"0x4bd5 (19413)","b'[0.328548, 0.040786, 0.544710, 0.035016, -0.038772, -0.018183]#[-0.04361321529537442, -0.6973001923839138, 0.11203609986506552, -2.1555167385192946, 0.053466168610898486, 1.500096623513924, 0.7993554426444157]#OPEN'"
"0x4bda (19418)","b'[0.328549, 0.040782, 0.544708, 0.035006, -0.038767, -0.018175]#[-0.043615578097411366, -0.6972961362819876, 0.11202808698521194, -2.1555203578346656, 0.05346839760788458, 1.5000987876874428, 0.7993561576283391]#OPEN'"
"0x4bf4 (19444)","b'[0.328549, 0.040785, 0.544713, 0.035015, -0.038778, -0.018177]#[-0.043612789989392664, -0.6972994741724303, 0.11203170041689484, -2.1555117272494133, 0.053469073319835955, 1.5000981886446685, 0.7993539211261602]#OPEN'"
"0x0000 (0)","b'NOTIFY * HTTP/1.1\r\nHOST: 239.255.255.250:1900\r\nCACHE-CONTROL: max-age=100\r\nLOCATION: http://192.168.2.1:1900/igd.xml\r\nNT: urn:schemas-upnp-org:device:WANConnectionDevice:1\r\nNTS: ssdp:alive\r\nSERVER: ipos/7.0 UPnP/1.0 TL-WR841N/10.0\r\nUSN: uuid:9f0865b3-f5da-4ad5-85b7-7404637fdf37::urn:schemas-upnp-org:device:WANConnectionDevice:1\r\n\r\n'"
"0x4bfe (19454)","b'[0.328546, 0.040783, 0.544713, 0.035008, -0.038781, -0.018179]#[-0.04361320938101318, -0.6973090982338968, 0.11202807821620975, -2.155516738556979, 0.05346540434992256, 1.5000959506829576, 0.7993568711587123]#OPEN'"
"0x4c08 (19464)","b'[0.328548, 0.040784, 0.544713, 0.035014, -0.038780, -0.018173]#[-0.043609874355421054, -0.6973031243023693, 0.11202640778035448, -2.1555133976852683, 0.05347043467326814, 1.5000981886386868, 0.7993532134106528]#OPEN'"
"0x4c1e (19486)","b'[0.328547, 0.040791, 0.544712, 0.035026, -0.038778, -0.018191]#[-0.043610764447297556, -0.6973052778110984, 0.11204774909177756, -2.1555150681211237, 0.053466134780459314, 1.5000966627597807, 0.7993565122945993]#OPEN'"
"0x4c1f (19487)","b'[0.328547, 0.040791, 0.544711, 0.035025, -0.038774, -0.018189]#[-0.04360791669289271, -0.697301449870094, 0.11204494830384633, -2.1555150589637053, 0.05346600880311879, 1.5000959506829576, 0.7993583970367909]#OPEN'"
"0x0000 (0)","b'NOTIFY * HTTP/1.1\r\nHOST: 239.255.255.250:1900\r\nCACHE-CONTROL: max-age=100\r\nLOCATION: http://192.168.2.1:1900/igd.xml\r\nNT: urn:schemas-upnp-org:service:WANIPConnection:1\r\nNTS: ssdp:alive\r\nSERVER: ipos/7.0 UPnP/1.0 TL-WR841N/10.0\r\nUSN: uuid:9f0865b3-f5da-4ad5-85b7-7404637fdf37::urn:schemas-upnp-org:service:WANIPConnection:1\r\n\r\n'"
"0x4c24 (19492)","b'[0.328548, 0.040789, 0.544711, 0.035025, -0.038774, -0.018184]#[-0.04361185494877384, -0.697301502523471, 0.1120418538339596, -2.1555150681211237, 0.05346899516323795, 1.5000959506829576, 0.7993524969725145]#OPEN'"
"0x4c2e (19502)","b'[0.328548, 0.040791, 0.544710, 0.035023, -0.038773, -0.018186]#[-0.04361367809937334, -0.697299474172447, 0.11204690688720814, -2.1555150681211237, 0.05346931681709528, 1.5000973748366035, 0.7993568711587862]#OPEN'"
"0x4c48 (19528)","b'[0.328548, 0.040789, 0.544712, 0.035023, -0.038777, -0.018186]#[-0.043609865534729564, -0.6973031317148715, 0.11204036644483935, -2.1555150681211237, 0.05346605455207247, 1.5000973748366035, 0.7993543873669371]#OPEN'"
"0x0000 (0)","b'NOTIFY * HTTP/1.1\r\nHOST: 239.255.255.250:1900\r\nCACHE-CONTROL: max-age=100\r\nLOCATION: http://192.168.2.1:1900/igd.xml\r\nNT: uuid:565aa949-67c1-4c0e-aa8f-f349e6f59311\r\nNTS: ssdp:alive\r\nSERVER: ipos/7.0 UPnP/1.0 TL-WR841N/10.0\r\nUSN: uuid:565aa949-67c1-4c0e-aa8f-f349e6f59311\r\n\r\n'"
"0x4c63 (19555)","b'[0.328546, 0.040782, 0.544713, 0.035007, -0.038782, -0.018181]#[-0.04361366932020626, -0.6973091075888697, 0.11202808797356438, -2.1555167385569787, 0.05346361429957851, 1.5000966627597725, 0.7993568711587123]#OPEN'"
"0x4c7e (19582)","b'[0.328548, 0.040787, 0.544713, 0.035018, -0.038780, -0.018179]#[-0.04361012901975455, -0.6973038440311745, 0.1120333679297516, -2.1555133976852683, 0.053468962944320166, 1.5000973748366038, 0.7993547349282436]#OPEN'"
"0x4c8c (19596)","b'[0.328549, 0.040786, 0.544710, 0.035014, -0.038772, -0.018184]#[-0.04361207789739753, -0.6972978037379209, 0.11203670890972114, -2.155516738556979, 0.05346497158906679, 1.5000989007155099, 0.7993583970367908]#OPEN'"
"0x4ca1 (19617)","b'[0.328547, 0.040787, 0.544713, 0.035016, -0.038779, -0.018183]#[-0.04361153694619627, -0.6973047638859665, 0.11203678805967879, -2.1555133976852683, 0.053466832564786605, 1.5000959506889393, 0.7993576849599678]#OPEN'"
"0x0000 (0)","b'NOTIFY * HTTP/1.1\r\nHOST: 239.255.255.250:1900\r\nCACHE-CONTROL: max-age=100\r\nLOCATION: http://192.168.2.1:1900/igd.xml\r\nNT: urn:schemas-wifialliance-org:device:WFADevice:1\r\nNTS: ssdp:alive\r\nSERVER: ipos/7.0 UPnP/1.0 TL-WR841N/10.0\r\nUSN: uuid:565aa949-67c1-4c0e-aa8f-f349e6f59311::urn:schemas-wifialliance-org:device:WFADevice:1\r\n\r\n'"
