"No.","Time","Source","Destination","Protocol","Identification","Frame length on the wire","Time delta from previous captured frame"
"1743","2022-03-11 10:47:24,230214947","192.168.2.10","192.168.2.6","UDP","0x8e4b (36427)","253","0.026663470"
"1744","2022-03-11 10:47:24,257329329","192.168.2.10","192.168.2.6","UDP","0x8e4c (36428)","255","0.027114382"
"1745","2022-03-11 10:47:24,284434874","192.168.2.10","192.168.2.6","UDP","0x8e4d (36429)","251","0.027105545"
"1746","2022-03-11 10:47:24,311233109","192.168.2.10","192.168.2.6","UDP","0x8e5f (36447)","254","0.026798235"
"1747","2022-03-11 10:47:24,338605138","192.168.2.10","192.168.2.6","UDP","0x8e73 (36467)","254","0.027372029"
"1748","2022-03-11 10:47:24,365382588","192.168.2.10","192.168.2.6","UDP","0x8e8c (36492)","253","0.026777450"
"1749","2022-03-11 10:47:24,392188899","192.168.2.10","192.168.2.6","UDP","0x8e92 (36498)","254","0.026806311"
"1750","2022-03-11 10:47:24,419360167","192.168.2.10","192.168.2.6","UDP","0x8e9a (36506)","254","0.027171268"
"1751","2022-03-11 10:47:24,446359648","192.168.2.10","192.168.2.6","UDP","0x8e9d (36509)","253","0.026999481"
"1752","2022-03-11 10:47:24,473513959","192.168.2.10","192.168.2.6","UDP","0x8eb8 (36536)","253","0.027154311"
"1753","2022-03-11 10:47:24,500324784","192.168.2.10","192.168.2.6","UDP","0x8ed0 (36560)","252","0.026810825"
"1754","2022-03-11 10:47:24,527185267","192.168.2.10","192.168.2.6","UDP","0x8ed9 (36569)","253","0.026860483"
"1755","2022-03-11 10:47:24,554234414","192.168.2.10","192.168.2.6","UDP","0x8ee5 (36581)","254","0.027049147"
"1756","2022-03-11 10:47:24,581304016","192.168.2.10","192.168.2.6","UDP","0x8ef3 (36595)","253","0.027069602"
"1757","2022-03-11 10:47:24,608296735","192.168.2.10","192.168.2.6","UDP","0x8efc (36604)","253","0.026992719"
"1758","2022-03-11 10:47:24,635318991","192.168.2.10","192.168.2.6","UDP","0x8f03 (36611)","254","0.027022256"
"1759","2022-03-11 10:47:24,662289056","192.168.2.10","192.168.2.6","UDP","0x8f04 (36612)","254","0.026970065"
"1760","2022-03-11 10:47:24,689310389","192.168.2.10","192.168.2.6","UDP","0x8f0e (36622)","255","0.027021333"
"1761","2022-03-11 10:47:24,715375121","192.168.2.10","192.168.2.6","UDP","0x8f25 (36645)","252","0.026064732"
"1762","2022-03-11 10:47:24,742192986","192.168.2.10","192.168.2.6","UDP","0x8f3f (36671)","251","0.026817865"
"1763","2022-03-11 10:47:24,769376675","192.168.2.10","192.168.2.6","UDP","0x8f59 (36697)","252","0.027183689"
"1764","2022-03-11 10:47:24,796471111","192.168.2.10","192.168.2.6","UDP","0x8f66 (36710)","253","0.027094436"
"1765","2022-03-11 10:47:24,823237379","192.168.2.10","192.168.2.6","UDP","0x8f6d (36717)","254","0.026766268"
"1766","2022-03-11 10:47:24,850391270","192.168.2.10","192.168.2.6","UDP","0x8f6e (36718)","253","0.027153891"
"1767","2022-03-11 10:47:24,877163391","192.168.2.10","192.168.2.6","UDP","0x8f85 (36741)","254","0.026772121"
"1768","2022-03-11 10:47:24,904276630","192.168.2.10","192.168.2.6","UDP","0x8f90 (36752)","253","0.027113239"
"1769","2022-03-11 10:47:24,931264779","192.168.2.10","192.168.2.6","UDP","0x8f98 (36760)","254","0.026988149"
"1770","2022-03-11 10:47:24,959484999","192.168.2.10","192.168.2.6","UDP","0x8faa (36778)","254","0.028220220"
"1771","2022-03-11 10:47:24,986427379","192.168.2.10","192.168.2.6","UDP","0x8fc1 (36801)","250","0.026942380"
"1772","2022-03-11 10:47:25,013285908","192.168.2.10","192.168.2.6","UDP","0x8fca (36810)","253","0.026858529"
"1773","2022-03-11 10:47:25,040277362","192.168.2.10","192.168.2.6","UDP","0x8fde (36830)","255","0.026991454"
"1774","2022-03-11 10:47:25,067259227","192.168.2.10","192.168.2.6","UDP","0x8fe8 (36840)","254","0.026981865"
"1775","2022-03-11 10:47:25,094259923","192.168.2.10","192.168.2.6","UDP","0x9001 (36865)","254","0.027000696"
"1776","2022-03-11 10:47:25,121273470","192.168.2.10","192.168.2.6","UDP","0x9018 (36888)","253","0.027013547"
"1777","2022-03-11 10:47:25,148356156","192.168.2.10","192.168.2.6","UDP","0x9032 (36914)","254","0.027082686"
"1778","2022-03-11 10:47:25,175284109","192.168.2.10","192.168.2.6","UDP","0x9035 (36917)","254","0.026927953"
"1779","2022-03-11 10:47:25,202213691","192.168.2.10","192.168.2.6","UDP","0x9041 (36929)","254","0.026929582"
"1780","2022-03-11 10:47:25,228336483","192.168.2.10","192.168.2.6","UDP","0x904f (36943)","254","0.026122792"
"1781","2022-03-11 10:47:25,255236450","192.168.2.10","192.168.2.6","UDP","0x9057 (36951)","250","0.026899967"
"1782","2022-03-11 10:47:25,282317905","192.168.2.10","192.168.2.6","UDP","0x905b (36955)","253","0.027081455"
"1783","2022-03-11 10:47:25,309204536","192.168.2.10","192.168.2.6","UDP","0x906d (36973)","253","0.026886631"
"1784","2022-03-11 10:47:25,336272237","192.168.2.10","192.168.2.6","UDP","0x9084 (36996)","254","0.027067701"
"1785","2022-03-11 10:47:25,363339155","192.168.2.10","192.168.2.6","UDP","0x908e (37006)","255","0.027066918"
"1786","2022-03-11 10:47:25,390359897","192.168.2.10","192.168.2.6","UDP","0x90a9 (37033)","255","0.027020742"
"1787","2022-03-11 10:47:25,417133798","192.168.2.10","192.168.2.6","UDP","0x90b9 (37049)","253","0.026773901"
"1788","2022-03-11 10:47:25,444291499","192.168.2.10","192.168.2.6","UDP","0x90ce (37070)","253","0.027157701"
"1789","2022-03-11 10:47:25,471194497","192.168.2.10","192.168.2.6","UDP","0x90d2 (37074)","252","0.026902998"
"1790","2022-03-11 10:47:25,498156694","192.168.2.10","192.168.2.6","UDP","0x90e3 (37091)","254","0.026962197"
"1791","2022-03-11 10:47:25,525280180","192.168.2.10","192.168.2.6","UDP","0x90f2 (37106)","251","0.027123486"
"1792","2022-03-11 10:47:25,552314628","192.168.2.10","192.168.2.6","UDP","0x90ff (37119)","253","0.027034448"
"1793","2022-03-11 10:47:25,579217024","192.168.2.10","192.168.2.6","UDP","0x9107 (37127)","253","0.026902396"
"1794","2022-03-11 10:47:25,606189328","192.168.2.10","192.168.2.6","UDP","0x9122 (37154)","253","0.026972304"
"1795","2022-03-11 10:47:25,633129568","192.168.2.10","192.168.2.6","UDP","0x9132 (37170)","253","0.026940240"
"1796","2022-03-11 10:47:25,660323821","192.168.2.10","192.168.2.6","UDP","0x9146 (37190)","254","0.027194253"
"1797","2022-03-11 10:47:25,687318890","192.168.2.10","192.168.2.6","UDP","0x915e (37214)","254","0.026995069"
"1798","2022-03-11 10:47:25,714280276","192.168.2.10","192.168.2.6","UDP","0x9168 (37224)","256","0.026961386"
"1799","2022-03-11 10:47:25,741144344","192.168.2.10","192.168.2.6","UDP","0x9173 (37235)","253","0.026864068"
"1800","2022-03-11 10:47:25,768206701","192.168.2.10","192.168.2.6","UDP","0x9181 (37249)","255","0.027062357"
"1801","2022-03-11 10:47:25,795121463","192.168.2.10","192.168.2.6","UDP","0x9192 (37266)","255","0.026914762"
"1802","2022-03-11 10:47:25,823467999","192.168.2.10","192.168.2.6","UDP","0x91a2 (37282)","253","0.028346536"
"1803","2022-03-11 10:47:25,850159326","192.168.2.10","192.168.2.6","UDP","0x91ae (37294)","255","0.026691327"
"1804","2022-03-11 10:47:25,877258128","192.168.2.10","192.168.2.6","UDP","0x91c5 (37317)","253","0.027098802"
"1805","2022-03-11 10:47:25,904477461","192.168.2.10","192.168.2.6","UDP","0x91d5 (37333)","253","0.027219333"
"1806","2022-03-11 10:47:25,931248449","192.168.2.10","192.168.2.6","UDP","0x91d7 (37335)","252","0.026770988"
"1807","2022-03-11 10:47:25,958182488","192.168.2.10","192.168.2.6","UDP","0x91e3 (37347)","251","0.026934039"
"1808","2022-03-11 10:47:25,985164320","192.168.2.10","192.168.2.6","UDP","0x91f6 (37366)","252","0.026981832"
"1809","2022-03-11 10:47:26,012289243","192.168.2.10","192.168.2.6","UDP","0x91f9 (37369)","252","0.027124923"
"1810","2022-03-11 10:47:26,039231535","192.168.2.10","192.168.2.6","UDP","0x9205 (37381)","254","0.026942292"
"1811","2022-03-11 10:47:26,067490074","192.168.2.10","192.168.2.6","UDP","0x921f (37407)","254","0.028258539"
"1812","2022-03-11 10:47:26,094186587","192.168.2.10","192.168.2.6","UDP","0x9220 (37408)","253","0.026696513"
"1813","2022-03-11 10:47:26,121392748","192.168.2.10","192.168.2.6","UDP","0x922a (37418)","253","0.027206161"
"1814","2022-03-11 10:47:26,148178318","192.168.2.10","192.168.2.6","UDP","0x922b (37419)","254","0.026785570"
"1815","2022-03-11 10:47:26,175153653","192.168.2.10","192.168.2.6","UDP","0x9241 (37441)","253","0.026975335"
"1816","2022-03-11 10:47:26,202158907","192.168.2.10","192.168.2.6","UDP","0x9256 (37462)","253","0.027005254"
"1817","2022-03-11 10:47:26,229326418","192.168.2.10","192.168.2.6","UDP","0x9270 (37488)","253","0.027167511"
"1818","2022-03-11 10:47:26,256158205","192.168.2.10","192.168.2.6","UDP","0x9289 (37513)","253","0.026831787"
"1819","2022-03-11 10:47:26,283318729","192.168.2.10","192.168.2.6","UDP","0x9294 (37524)","252","0.027160524"
"1820","2022-03-11 10:47:26,310228237","192.168.2.10","192.168.2.6","UDP","0x929a (37530)","253","0.026909508"
"1821","2022-03-11 10:47:26,337308037","192.168.2.10","192.168.2.6","UDP","0x92af (37551)","254","0.027079800"
"1822","2022-03-11 10:47:26,364211085","192.168.2.10","192.168.2.6","UDP","0x92b7 (37559)","252","0.026903048"
"1823","2022-03-11 10:47:26,391252769","192.168.2.10","192.168.2.6","UDP","0x92c7 (37575)","252","0.027041684"
"1824","2022-03-11 10:47:26,418076824","192.168.2.10","192.168.2.6","UDP","0x92d9 (37593)","252","0.026824055"
"1825","2022-03-11 10:47:26,445204408","192.168.2.10","192.168.2.6","UDP","0x92f2 (37618)","254","0.027127584"
"1826","2022-03-11 10:47:26,472210935","192.168.2.10","192.168.2.6","UDP","0x930a (37642)","252","0.027006527"
"1827","2022-03-11 10:47:26,501023236","192.168.2.10","192.168.2.6","UDP","0x930d (37645)","255","0.028812301"
"1828","2022-03-11 10:47:26,528273657","192.168.2.10","192.168.2.6","UDP","0x9327 (37671)","251","0.027250421"
"1829","2022-03-11 10:47:26,555087068","192.168.2.10","192.168.2.6","UDP","0x9331 (37681)","255","0.026813411"
"1830","2022-03-11 10:47:26,582336979","192.168.2.10","192.168.2.6","UDP","0x9343 (37699)","252","0.027249911"
"1831","2022-03-11 10:47:26,609098057","192.168.2.10","192.168.2.6","UDP","0x934a (37706)","253","0.026761078"
"1832","2022-03-11 10:47:26,636294404","192.168.2.10","192.168.2.6","UDP","0x935d (37725)","254","0.027196347"
"1833","2022-03-11 10:47:26,663262353","192.168.2.10","192.168.2.6","UDP","0x935e (37726)","254","0.026967949"
"1834","2022-03-11 10:47:26,690329737","192.168.2.10","192.168.2.6","UDP","0x935f (37727)","255","0.027067384"
"1835","2022-03-11 10:47:26,718107694","192.168.2.10","192.168.2.6","UDP","0x9366 (37734)","254","0.027777957"
"1836","2022-03-11 10:47:26,745189181","192.168.2.10","192.168.2.6","UDP","0x936a (37738)","254","0.027081487"
"1837","2022-03-11 10:47:26,772361937","192.168.2.10","192.168.2.6","UDP","0x937b (37755)","255","0.027172756"
"1838","2022-03-11 10:47:26,799161739","192.168.2.10","192.168.2.6","UDP","0x9394 (37780)","253","0.026799802"
"1839","2022-03-11 10:47:26,826307594","192.168.2.10","192.168.2.6","UDP","0x93a1 (37793)","255","0.027145855"
"1840","2022-03-11 10:47:26,853525089","192.168.2.10","192.168.2.6","UDP","0x93a3 (37795)","255","0.027217495"
"1841","2022-03-11 10:47:26,880079538","192.168.2.10","192.168.2.6","UDP","0x93a7 (37799)","254","0.026554449"
"1842","2022-03-11 10:47:26,907280946","192.168.2.10","192.168.2.6","UDP","0x93bf (37823)","254","0.027201408"
"1843","2022-03-11 10:47:26,934201349","192.168.2.10","192.168.2.6","UDP","0x93c0 (37824)","255","0.026920403"
"1844","2022-03-11 10:47:26,961522011","192.168.2.10","192.168.2.6","UDP","0x93cb (37835)","253","0.027320662"
"1845","2022-03-11 10:47:26,988248965","192.168.2.10","192.168.2.6","UDP","0x93cf (37839)","254","0.026726954"
"1846","2022-03-11 10:47:27,015501298","192.168.2.10","192.168.2.6","UDP","0x93d4 (37844)","253","0.027252333"
"1847","2022-03-11 10:47:27,042149624","192.168.2.10","192.168.2.6","UDP","0x93dd (37853)","255","0.026648326"
"1848","2022-03-11 10:47:27,069253603","192.168.2.10","192.168.2.6","UDP","0x93f3 (37875)","255","0.027103979"
"1849","2022-03-11 10:47:27,096109404","192.168.2.10","192.168.2.6","UDP","0x93f6 (37878)","254","0.026855801"
"1850","2022-03-11 10:47:27,123257580","192.168.2.10","192.168.2.6","UDP","0x940c (37900)","254","0.027148176"
"1851","2022-03-11 10:47:27,150278897","192.168.2.10","192.168.2.6","UDP","0x9414 (37908)","253","0.027021317"
"1852","2022-03-11 10:47:27,177165368","192.168.2.10","192.168.2.6","UDP","0x9418 (37912)","252","0.026886471"
"1853","2022-03-11 10:47:27,204257440","192.168.2.10","192.168.2.6","UDP","0x9433 (37939)","255","0.027092072"
"1854","2022-03-11 10:47:27,231205626","192.168.2.10","192.168.2.6","UDP","0x944a (37962)","253","0.026948186"
"1855","2022-03-11 10:47:27,258290320","192.168.2.10","192.168.2.6","UDP","0x9456 (37974)","255","0.027084694"
"1856","2022-03-11 10:47:27,272485664","192.168.2.6","99.84.152.89","TCP","0x622c (25132)","66","0.014195344"
"1857","2022-03-11 10:47:27,281145444","99.84.152.89","192.168.2.6","TCP","0xa9fb (43515)","66","0.008659780"
"1858","2022-03-11 10:47:27,285164973","192.168.2.10","192.168.2.6","UDP","0x946a (37994)","255","0.004019529"
"1859","2022-03-11 10:47:27,312260346","192.168.2.10","192.168.2.6","UDP","0x947e (38014)","254","0.027095373"
"1860","2022-03-11 10:47:27,339306030","192.168.2.10","192.168.2.6","UDP","0x947f (38015)","253","0.027045684"
"1861","2022-03-11 10:47:27,366188164","192.168.2.10","192.168.2.6","UDP","0x9490 (38032)","253","0.026882134"
"1862","2022-03-11 10:47:27,393222911","192.168.2.10","192.168.2.6","UDP","0x949a (38042)","251","0.027034747"
"1863","2022-03-11 10:47:27,420269233","192.168.2.10","192.168.2.6","UDP","0x94ae (38062)","252","0.027046322"
"1864","2022-03-11 10:47:27,447164786","192.168.2.10","192.168.2.6","UDP","0x94c2 (38082)","253","0.026895553"
"1865","2022-03-11 10:47:27,474361734","192.168.2.10","192.168.2.6","UDP","0x94ca (38090)","254","0.027196948"
"1866","2022-03-11 10:47:27,501330888","192.168.2.10","192.168.2.6","UDP","0x94e3 (38115)","252","0.026969154"
"1867","2022-03-11 10:47:27,528319298","192.168.2.10","192.168.2.6","UDP","0x94ed (38125)","249","0.026988410"
"1868","2022-03-11 10:47:27,555169974","192.168.2.10","192.168.2.6","UDP","0x94f0 (38128)","254","0.026850676"
"1869","2022-03-11 10:47:27,582151547","192.168.2.10","192.168.2.6","UDP","0x9504 (38148)","254","0.026981573"
"1870","2022-03-11 10:47:27,609117151","192.168.2.10","192.168.2.6","UDP","0x9519 (38169)","254","0.026965604"
"1871","2022-03-11 10:47:27,636194718","192.168.2.10","192.168.2.6","UDP","0x9525 (38181)","255","0.027077567"
"1872","2022-03-11 10:47:27,663063360","192.168.2.10","192.168.2.6","UDP","0x9535 (38197)","252","0.026868642"
"1873","2022-03-11 10:47:27,690072914","192.168.2.10","192.168.2.6","UDP","0x9541 (38209)","255","0.027009554"
"1874","2022-03-11 10:47:27,717123410","192.168.2.10","192.168.2.6","UDP","0x954a (38218)","256","0.027050496"
"1875","2022-03-11 10:47:27,744302118","192.168.2.10","192.168.2.6","UDP","0x9561 (38241)","254","0.027178708"
"1876","2022-03-11 10:47:27,771114132","192.168.2.10","192.168.2.6","UDP","0x9564 (38244)","255","0.026812014"
"1877","2022-03-11 10:47:27,798199838","192.168.2.10","192.168.2.6","UDP","0x9579 (38265)","255","0.027085706"
"1878","2022-03-11 10:47:27,825274104","192.168.2.10","192.168.2.6","UDP","0x957d (38269)","256","0.027074266"
"1879","2022-03-11 10:47:27,852082796","192.168.2.10","192.168.2.6","UDP","0x957e (38270)","256","0.026808692"
"1880","2022-03-11 10:47:27,879156038","192.168.2.10","192.168.2.6","UDP","0x9596 (38294)","253","0.027073242"
"1881","2022-03-11 10:47:27,906279727","192.168.2.10","192.168.2.6","UDP","0x95a2 (38306)","256","0.027123689"
"1882","2022-03-11 10:47:27,933480235","192.168.2.10","192.168.2.6","UDP","0x95b7 (38327)","254","0.027200508"
"1883","2022-03-11 10:47:27,960176526","192.168.2.10","192.168.2.6","UDP","0x95ba (38330)","254","0.026696291"
"1884","2022-03-11 10:47:27,987395401","192.168.2.10","192.168.2.6","UDP","0x95c3 (38339)","254","0.027218875"
"1885","2022-03-11 10:47:28,014315027","192.168.2.10","192.168.2.6","UDP","0x95de (38366)","255","0.026919626"
"1886","2022-03-11 10:47:28,041004395","192.168.2.10","192.168.2.6","UDP","0x95e5 (38373)","256","0.026689368"
"1887","2022-03-11 10:47:28,068227940","192.168.2.10","192.168.2.6","UDP","0x95ea (38378)","255","0.027223545"
"1888","2022-03-11 10:47:28,095441666","192.168.2.10","192.168.2.6","UDP","0x95fa (38394)","254","0.027213726"
"1889","2022-03-11 10:47:28,122200467","192.168.2.10","192.168.2.6","UDP","0x9604 (38404)","256","0.026758801"
"1890","2022-03-11 10:47:28,149007942","192.168.2.10","192.168.2.6","UDP","0x960d (38413)","254","0.026807475"
"1891","2022-03-11 10:47:28,176382654","192.168.2.10","192.168.2.6","UDP","0x961a (38426)","256","0.027374712"
"1892","2022-03-11 10:47:28,203312304","192.168.2.10","192.168.2.6","UDP","0x9626 (38438)","254","0.026929650"
"1893","2022-03-11 10:47:28,230144952","192.168.2.10","192.168.2.6","UDP","0x9635 (38453)","256","0.026832648"
"1894","2022-03-11 10:47:28,257323368","192.168.2.10","192.168.2.6","UDP","0x9640 (38464)","255","0.027178416"
"1895","2022-03-11 10:47:28,284182246","192.168.2.10","192.168.2.6","UDP","0x964b (38475)","254","0.026858878"
"1896","2022-03-11 10:47:28,311129616","192.168.2.10","192.168.2.6","UDP","0x965f (38495)","255","0.026947370"
"1897","2022-03-11 10:47:28,338230004","192.168.2.10","192.168.2.6","UDP","0x9676 (38518)","256","0.027100388"
"1898","2022-03-11 10:47:28,365269403","192.168.2.10","192.168.2.6","UDP","0x967e (38526)","256","0.027039399"
"1899","2022-03-11 10:47:28,392367626","192.168.2.10","192.168.2.6","UDP","0x9697 (38551)","256","0.027098223"
"1900","2022-03-11 10:47:28,419214582","192.168.2.10","192.168.2.6","UDP","0x969e (38558)","254","0.026846956"
"1901","2022-03-11 10:47:28,446136350","192.168.2.10","192.168.2.6","UDP","0x96b1 (38577)","255","0.026921768"
"1902","2022-03-11 10:47:28,473115904","192.168.2.10","192.168.2.6","UDP","0x96b4 (38580)","253","0.026979554"
"1903","2022-03-11 10:47:28,500098040","192.168.2.10","192.168.2.6","UDP","0x96ca (38602)","255","0.026982136"
"1904","2022-03-11 10:47:28,527296743","192.168.2.10","192.168.2.6","UDP","0x96dc (38620)","255","0.027198703"
"1905","2022-03-11 10:47:28,554266029","192.168.2.10","192.168.2.6","UDP","0x96e7 (38631)","255","0.026969286"
"1906","2022-03-11 10:47:28,581170211","192.168.2.10","192.168.2.6","UDP","0x96fe (38654)","254","0.026904182"
"1907","2022-03-11 10:47:28,608197889","192.168.2.10","192.168.2.6","UDP","0x9719 (38681)","254","0.027027678"
"1908","2022-03-11 10:47:28,635213706","192.168.2.10","192.168.2.6","UDP","0x9732 (38706)","254","0.027015817"
"1909","2022-03-11 10:47:28,662091471","192.168.2.10","192.168.2.6","UDP","0x973a (38714)","255","0.026877765"
"1910","2022-03-11 10:47:28,689244826","192.168.2.10","192.168.2.6","UDP","0x9742 (38722)","256","0.027153355"
"1911","2022-03-11 10:47:28,716196477","192.168.2.10","192.168.2.6","UDP","0x9750 (38736)","254","0.026951651"
"1912","2022-03-11 10:47:28,743127543","192.168.2.10","192.168.2.6","UDP","0x975b (38747)","256","0.026931066"
"1913","2022-03-11 10:47:28,770137809","192.168.2.10","192.168.2.6","UDP","0x9776 (38774)","255","0.027010266"
"1914","2022-03-11 10:47:28,797087657","192.168.2.10","192.168.2.6","UDP","0x977b (38779)","256","0.026949848"
"1915","2022-03-11 10:47:28,824238441","192.168.2.10","192.168.2.6","UDP","0x978d (38797)","255","0.027150784"
"1916","2022-03-11 10:47:28,851193180","192.168.2.10","192.168.2.6","UDP","0x979a (38810)","253","0.026954739"
"1917","2022-03-11 10:47:28,878178061","192.168.2.10","192.168.2.6","UDP","0x979e (38814)","252","0.026984881"
"1918","2022-03-11 10:47:28,905075321","192.168.2.10","192.168.2.6","UDP","0x97af (38831)","253","0.026897260"
"1919","2022-03-11 10:47:28,932294088","192.168.2.10","192.168.2.6","UDP","0x97b1 (38833)","254","0.027218767"
"1920","2022-03-11 10:47:28,959257890","192.168.2.10","192.168.2.6","UDP","0x97b8 (38840)","254","0.026963802"
"1921","2022-03-11 10:47:28,986194589","192.168.2.10","192.168.2.6","UDP","0x97cb (38859)","253","0.026936699"
"1922","2022-03-11 10:47:29,013180452","192.168.2.10","192.168.2.6","UDP","0x97d1 (38865)","253","0.026985863"
"1923","2022-03-11 10:47:29,040255857","192.168.2.10","192.168.2.6","UDP","0x97d7 (38871)","252","0.027075405"
"1924","2022-03-11 10:47:29,067145157","192.168.2.10","192.168.2.6","UDP","0x97e4 (38884)","254","0.026889300"
"1925","2022-03-11 10:47:29,094180236","192.168.2.10","192.168.2.6","UDP","0x97f9 (38905)","255","0.027035079"
"1926","2022-03-11 10:47:29,121173104","192.168.2.10","192.168.2.6","UDP","0x980a (38922)","255","0.026992868"
"1927","2022-03-11 10:47:29,148269852","192.168.2.10","192.168.2.6","UDP","0x9813 (38931)","253","0.027096748"
"1928","2022-03-11 10:47:29,175312480","192.168.2.10","192.168.2.6","UDP","0x9829 (38953)","253","0.027042628"
"1929","2022-03-11 10:47:29,202224712","192.168.2.10","192.168.2.6","UDP","0x983c (38972)","254","0.026912232"
"1930","2022-03-11 10:47:29,229182812","192.168.2.10","192.168.2.6","UDP","0x984a (38986)","255","0.026958100"
"1931","2022-03-11 10:47:29,256260831","192.168.2.10","192.168.2.6","UDP","0x9863 (39011)","254","0.027078019"
"1932","2022-03-11 10:47:29,283246337","192.168.2.10","192.168.2.6","UDP","0x986d (39021)","253","0.026985506"
"1933","2022-03-11 10:47:29,310171444","192.168.2.10","192.168.2.6","UDP","0x9874 (39028)","255","0.026925107"
"1934","2022-03-11 10:47:29,337170013","192.168.2.10","192.168.2.6","UDP","0x9881 (39041)","251","0.026998569"
"1935","2022-03-11 10:47:29,364258745","192.168.2.10","192.168.2.6","UDP","0x989a (39066)","253","0.027088732"
"1936","2022-03-11 10:47:29,391221947","192.168.2.10","192.168.2.6","UDP","0x98a6 (39078)","253","0.026963202"
"1937","2022-03-11 10:47:29,418191756","192.168.2.10","192.168.2.6","UDP","0x98be (39102)","254","0.026969809"
"1938","2022-03-11 10:47:29,445162759","192.168.2.10","192.168.2.6","UDP","0x98d3 (39123)","252","0.026971003"
"1939","2022-03-11 10:47:29,472106960","192.168.2.10","192.168.2.6","UDP","0x98ea (39146)","254","0.026944201"
"1940","2022-03-11 10:47:29,499238715","192.168.2.10","192.168.2.6","UDP","0x98f2 (39154)","252","0.027131755"
"1941","2022-03-11 10:47:29,526149595","192.168.2.10","192.168.2.6","UDP","0x990c (39180)","254","0.026910880"
"1942","2022-03-11 10:47:29,553184455","192.168.2.10","192.168.2.6","UDP","0x991b (39195)","251","0.027034860"
"1943","2022-03-11 10:47:29,580295459","192.168.2.10","192.168.2.6","UDP","0x9933 (39219)","253","0.027111004"
"1944","2022-03-11 10:47:29,607096549","192.168.2.10","192.168.2.6","UDP","0x9943 (39235)","252","0.026801090"
"1945","2022-03-11 10:47:29,634233309","192.168.2.10","192.168.2.6","UDP","0x9957 (39255)","253","0.027136760"
"1946","2022-03-11 10:47:29,661137488","192.168.2.10","192.168.2.6","UDP","0x9959 (39257)","253","0.026904179"
"1947","2022-03-11 10:47:29,688108288","192.168.2.10","192.168.2.6","UDP","0x9974 (39284)","254","0.026970800"
"1948","2022-03-11 10:47:29,715199383","192.168.2.10","192.168.2.6","UDP","0x9978 (39288)","255","0.027091095"
"1949","2022-03-11 10:47:29,742075555","192.168.2.10","192.168.2.6","UDP","0x9985 (39301)","254","0.026876172"
"1950","2022-03-11 10:47:29,769192465","192.168.2.10","192.168.2.6","UDP","0x998c (39308)","254","0.027116910"
"1951","2022-03-11 10:47:29,796069080","192.168.2.10","192.168.2.6","UDP","0x999e (39326)","253","0.026876615"
"1952","2022-03-11 10:47:29,823017855","192.168.2.10","192.168.2.6","UDP","0x99b6 (39350)","254","0.026948775"
"1953","2022-03-11 10:47:29,850210217","192.168.2.10","192.168.2.6","UDP","0x99be (39358)","254","0.027192362"
"1954","2022-03-11 10:47:29,877145795","192.168.2.10","192.168.2.6","UDP","0x99cd (39373)","253","0.026935578"
"1955","2022-03-11 10:47:29,904072044","192.168.2.10","192.168.2.6","UDP","0x99e2 (39394)","250","0.026926249"
"1956","2022-03-11 10:47:29,931133315","192.168.2.10","192.168.2.6","UDP","0x99f4 (39412)","252","0.027061271"
"1957","2022-03-11 10:47:29,958115239","192.168.2.10","192.168.2.6","UDP","0x9a05 (39429)","254","0.026981924"
"1958","2022-03-11 10:47:29,985183426","192.168.2.10","192.168.2.6","UDP","0x9a16 (39446)","251","0.027068187"
"1959","2022-03-11 10:47:30,012130905","192.168.2.10","192.168.2.6","UDP","0x9a25 (39461)","253","0.026947479"
"1960","2022-03-11 10:47:30,040113578","192.168.2.10","192.168.2.6","UDP","0x9a2e (39470)","253","0.027982673"
"1961","2022-03-11 10:47:30,067262471","192.168.2.10","192.168.2.6","UDP","0x9a44 (39492)","250","0.027148893"
"1962","2022-03-11 10:47:30,094195774","192.168.2.10","192.168.2.6","UDP","0x9a47 (39495)","252","0.026933303"
"1963","2022-03-11 10:47:30,121309437","192.168.2.10","192.168.2.6","UDP","0x9a55 (39509)","254","0.027113663"
"1964","2022-03-11 10:47:30,148210571","192.168.2.10","192.168.2.6","UDP","0x9a5f (39519)","251","0.026901134"
"1965","2022-03-11 10:47:30,175237031","192.168.2.10","192.168.2.6","UDP","0x9a67 (39527)","254","0.027026460"
"1966","2022-03-11 10:47:30,202021983","192.168.2.10","192.168.2.6","UDP","0x9a6a (39530)","252","0.026784952"
"1967","2022-03-11 10:47:30,229180150","192.168.2.10","192.168.2.6","UDP","0x9a71 (39537)","254","0.027158167"
"1968","2022-03-11 10:47:30,256196218","192.168.2.10","192.168.2.6","UDP","0x9a77 (39543)","250","0.027016068"
"1969","2022-03-11 10:47:30,282954385","192.168.2.10","192.168.2.6","UDP","0x9a83 (39555)","253","0.026758167"
"1970","2022-03-11 10:47:30,310146744","192.168.2.10","192.168.2.6","UDP","0x9a8e (39566)","254","0.027192359"
"1971","2022-03-11 10:47:30,336999113","192.168.2.10","192.168.2.6","UDP","0x9a9e (39582)","251","0.026852369"
"1972","2022-03-11 10:47:30,364143772","192.168.2.10","192.168.2.6","UDP","0x9aab (39595)","253","0.027144659"
"1973","2022-03-11 10:47:30,391085389","192.168.2.10","192.168.2.6","UDP","0x9ab3 (39603)","252","0.026941617"
