"No.","Time","Source","Destination","Protocol","Identification","Frame length on the wire","Time delta from previous captured frame"
"3370","2022-03-11 10:48:06,313903451","192.168.2.10","192.168.2.6","UDP","0xe3d6 (58326)","254","0.026975636"
"3371","2022-03-11 10:48:06,340872054","192.168.2.10","192.168.2.6","UDP","0xe3d9 (58329)","253","0.026968603"
"3372","2022-03-11 10:48:06,367824181","192.168.2.10","192.168.2.6","UDP","0xe3f3 (58355)","254","0.026952127"
"3373","2022-03-11 10:48:06,394886593","192.168.2.10","192.168.2.6","UDP","0xe401 (58369)","252","0.027062412"
"3374","2022-03-11 10:48:06,421782597","192.168.2.10","192.168.2.6","UDP","0xe40e (58382)","252","0.026896004"
"3375","2022-03-11 10:48:06,450099806","192.168.2.10","192.168.2.6","UDP","0xe426 (58406)","253","0.028317209"
"3376","2022-03-11 10:48:06,476808282","192.168.2.10","192.168.2.6","UDP","0xe43e (58430)","253","0.026708476"
"3377","2022-03-11 10:48:06,503918704","192.168.2.10","192.168.2.6","UDP","0xe444 (58436)","253","0.027110422"
"3378","2022-03-11 10:48:06,530919683","192.168.2.10","192.168.2.6","UDP","0xe44b (58443)","253","0.027000979"
"3379","2022-03-11 10:48:06,557762500","192.168.2.10","192.168.2.6","UDP","0xe457 (58455)","254","0.026842817"
"3380","2022-03-11 10:48:06,584799016","192.168.2.10","192.168.2.6","UDP","0xe471 (58481)","251","0.027036516"
"3381","2022-03-11 10:48:06,614111754","192.168.2.10","192.168.2.6","UDP","0xe48b (58507)","253","0.029312738"
"3382","2022-03-11 10:48:06,640788919","192.168.2.10","192.168.2.6","UDP","0xe49f (58527)","251","0.026677165"
"3383","2022-03-11 10:48:06,667797803","192.168.2.10","192.168.2.6","UDP","0xe4b7 (58551)","253","0.027008884"
"3384","2022-03-11 10:48:06,693950503","192.168.2.10","192.168.2.6","UDP","0xe4cd (58573)","253","0.026152700"
"3385","2022-03-11 10:48:06,720815230","192.168.2.10","192.168.2.6","UDP","0xe4de (58590)","252","0.026864727"
"3386","2022-03-11 10:48:06,747880952","192.168.2.10","192.168.2.6","UDP","0xe4eb (58603)","254","0.027065722"
"3387","2022-03-11 10:48:06,774878023","192.168.2.10","192.168.2.6","UDP","0xe4f2 (58610)","253","0.026997071"
"3388","2022-03-11 10:48:06,801766725","192.168.2.10","192.168.2.6","UDP","0xe500 (58624)","252","0.026888702"
"3389","2022-03-11 10:48:06,828862909","192.168.2.10","192.168.2.6","UDP","0xe514 (58644)","248","0.027096184"
"3390","2022-03-11 10:48:06,855828883","192.168.2.10","192.168.2.6","UDP","0xe517 (58647)","253","0.026965974"
"3391","2022-03-11 10:48:06,882888389","192.168.2.10","192.168.2.6","UDP","0xe530 (58672)","253","0.027059506"
"3392","2022-03-11 10:48:06,909766131","192.168.2.10","192.168.2.6","UDP","0xe53a (58682)","253","0.026877742"
"3393","2022-03-11 10:48:06,936831836","192.168.2.10","192.168.2.6","UDP","0xe549 (58697)","252","0.027065705"
"3394","2022-03-11 10:48:06,963807397","192.168.2.10","192.168.2.6","UDP","0xe557 (58711)","249","0.026975561"
"3395","2022-03-11 10:48:06,990775261","192.168.2.10","192.168.2.6","UDP","0xe563 (58723)","250","0.026967864"
"3396","2022-03-11 10:48:07,017876349","192.168.2.10","192.168.2.6","UDP","0xe57d (58749)","252","0.027101088"
"3397","2022-03-11 10:48:07,044940794","192.168.2.10","192.168.2.6","UDP","0xe588 (58760)","253","0.027064445"
"3398","2022-03-11 10:48:07,071904488","192.168.2.10","192.168.2.6","UDP","0xe59f (58783)","251","0.026963694"
"3399","2022-03-11 10:48:07,097963080","192.168.2.10","192.168.2.6","UDP","0xe5b6 (58806)","254","0.026058592"
"3400","2022-03-11 10:48:07,124942743","192.168.2.10","192.168.2.6","UDP","0xe5c5 (58821)","252","0.026979663"
"3401","2022-03-11 10:48:07,151891144","192.168.2.10","192.168.2.6","UDP","0xe5c9 (58825)","254","0.026948401"
"3402","2022-03-11 10:48:07,178740205","192.168.2.10","192.168.2.6","UDP","0xe5df (58847)","252","0.026849061"
"3403","2022-03-11 10:48:07,205759649","192.168.2.10","192.168.2.6","UDP","0xe5f8 (58872)","253","0.027019444"
"3404","2022-03-11 10:48:07,232903258","192.168.2.10","192.168.2.6","UDP","0xe606 (58886)","254","0.027143609"
"3405","2022-03-11 10:48:07,259900506","192.168.2.10","192.168.2.6","UDP","0xe61a (58906)","253","0.026997248"
"3406","2022-03-11 10:48:07,286916301","192.168.2.10","192.168.2.6","UDP","0xe623 (58915)","253","0.027015795"
"3407","2022-03-11 10:48:07,313842861","192.168.2.10","192.168.2.6","UDP","0xe638 (58936)","252","0.026926560"
"3408","2022-03-11 10:48:07,340951693","192.168.2.10","192.168.2.6","UDP","0xe649 (58953)","253","0.027108832"
"3409","2022-03-11 10:48:07,367892305","192.168.2.10","192.168.2.6","UDP","0xe65f (58975)","252","0.026940612"
"3410","2022-03-11 10:48:07,394907328","192.168.2.10","192.168.2.6","UDP","0xe677 (58999)","250","0.027015023"
"3411","2022-03-11 10:48:07,421957895","192.168.2.10","192.168.2.6","UDP","0xe678 (59000)","253","0.027050567"
"3412","2022-03-11 10:48:07,449766600","192.168.2.10","192.168.2.6","UDP","0xe67c (59004)","252","0.027808705"
"3413","2022-03-11 10:48:07,476906063","192.168.2.10","192.168.2.6","UDP","0xe696 (59030)","252","0.027139463"
"3414","2022-03-11 10:48:07,504793059","192.168.2.10","192.168.2.6","UDP","0xe69a (59034)","252","0.027886996"
"3415","2022-03-11 10:48:07,531983560","192.168.2.10","192.168.2.6","UDP","0xe69d (59037)","248","0.027190501"
"3416","2022-03-11 10:48:07,558912279","192.168.2.10","192.168.2.6","UDP","0xe6b1 (59057)","253","0.026928719"
"3417","2022-03-11 10:48:07,585894602","192.168.2.10","192.168.2.6","UDP","0xe6c6 (59078)","253","0.026982323"
"3418","2022-03-11 10:48:07,612810105","192.168.2.10","192.168.2.6","UDP","0xe6dc (59100)","253","0.026915503"
"3419","2022-03-11 10:48:07,639964290","192.168.2.10","192.168.2.6","UDP","0xe6e8 (59112)","252","0.027154185"
"3420","2022-03-11 10:48:07,667346093","192.168.2.10","192.168.2.6","UDP","0xe6f0 (59120)","252","0.027381803"
"3421","2022-03-11 10:48:07,693921376","192.168.2.10","192.168.2.6","UDP","0xe6f5 (59125)","253","0.026575283"
"3422","2022-03-11 10:48:07,719878575","192.168.2.10","192.168.2.6","UDP","0xe6f7 (59127)","253","0.025957199"
"3423","2022-03-11 10:48:07,746869350","192.168.2.10","192.168.2.6","UDP","0xe6ff (59135)","254","0.026990775"
"3424","2022-03-11 10:48:07,773777560","192.168.2.10","192.168.2.6","UDP","0xe70d (59149)","252","0.026908210"
"3425","2022-03-11 10:48:07,800916687","192.168.2.10","192.168.2.6","UDP","0xe710 (59152)","253","0.027139127"
"3426","2022-03-11 10:48:07,827927255","192.168.2.10","192.168.2.6","UDP","0xe729 (59177)","251","0.027010568"
"3427","2022-03-11 10:48:07,854938264","192.168.2.10","192.168.2.6","UDP","0xe72b (59179)","253","0.027011009"
"3428","2022-03-11 10:48:07,881911504","192.168.2.10","192.168.2.6","UDP","0xe72f (59183)","253","0.026973240"
"3429","2022-03-11 10:48:07,908951238","192.168.2.10","192.168.2.6","UDP","0xe74a (59210)","253","0.027039734"
"3430","2022-03-11 10:48:07,935762365","192.168.2.10","192.168.2.6","UDP","0xe74d (59213)","253","0.026811127"
"3431","2022-03-11 10:48:07,962908236","192.168.2.10","192.168.2.6","UDP","0xe768 (59240)","251","0.027145871"
"3432","2022-03-11 10:48:07,990061987","192.168.2.10","192.168.2.6","UDP","0xe780 (59264)","253","0.027153751"
"3433","2022-03-11 10:48:08,017095208","192.168.2.10","192.168.2.6","UDP","0xe78e (59278)","254","0.027033221"
"3434","2022-03-11 10:48:08,043917829","192.168.2.10","192.168.2.6","UDP","0xe792 (59282)","252","0.026822621"
"3435","2022-03-11 10:48:08,070895658","192.168.2.10","192.168.2.6","UDP","0xe7a8 (59304)","250","0.026977829"
"3436","2022-03-11 10:48:08,097691931","192.168.2.10","192.168.2.6","UDP","0xe7b3 (59315)","252","0.026796273"
"3437","2022-03-11 10:48:08,124891532","192.168.2.10","192.168.2.6","UDP","0xe7b7 (59319)","252","0.027199601"
"3438","2022-03-11 10:48:08,151894172","192.168.2.10","192.168.2.6","UDP","0xe7c0 (59328)","252","0.027002640"
"3439","2022-03-11 10:48:08,178860711","192.168.2.10","192.168.2.6","UDP","0xe7d9 (59353)","254","0.026966539"
"3440","2022-03-11 10:48:08,205877987","192.168.2.10","192.168.2.6","UDP","0xe7ef (59375)","252","0.027017276"
"3441","2022-03-11 10:48:08,231855575","192.168.2.10","192.168.2.6","UDP","0xe7f1 (59377)","253","0.025977588"
"3442","2022-03-11 10:48:08,258837766","192.168.2.10","192.168.2.6","UDP","0xe7f2 (59378)","253","0.026982191"
"3443","2022-03-11 10:48:08,285876978","192.168.2.10","192.168.2.6","UDP","0xe7f6 (59382)","254","0.027039212"
"3444","2022-03-11 10:48:08,312784382","192.168.2.10","192.168.2.6","UDP","0xe7f7 (59383)","252","0.026907404"
"3445","2022-03-11 10:48:08,339853365","192.168.2.10","192.168.2.6","UDP","0xe812 (59410)","254","0.027068983"
"3446","2022-03-11 10:48:08,366776256","192.168.2.10","192.168.2.6","UDP","0xe816 (59414)","252","0.026922891"
"3447","2022-03-11 10:48:08,393777413","192.168.2.10","192.168.2.6","UDP","0xe820 (59424)","250","0.027001157"
"3448","2022-03-11 10:48:08,420866912","192.168.2.10","192.168.2.6","UDP","0xe83b (59451)","252","0.027089499"
"3449","2022-03-11 10:48:08,447928036","192.168.2.10","192.168.2.6","UDP","0xe844 (59460)","251","0.027061124"
"3450","2022-03-11 10:48:08,474839817","192.168.2.10","192.168.2.6","UDP","0xe855 (59477)","251","0.026911781"
"3451","2022-03-11 10:48:08,501855726","192.168.2.10","192.168.2.6","UDP","0xe86a (59498)","252","0.027015909"
"3452","2022-03-11 10:48:08,528864333","192.168.2.10","192.168.2.6","UDP","0xe876 (59510)","252","0.027008607"
"3453","2022-03-11 10:48:08,555897010","192.168.2.10","192.168.2.6","UDP","0xe878 (59512)","253","0.027032677"
"3454","2022-03-11 10:48:08,582922776","192.168.2.10","192.168.2.6","UDP","0xe87a (59514)","253","0.027025766"
"3455","2022-03-11 10:48:08,609869377","192.168.2.10","192.168.2.6","UDP","0xe892 (59538)","251","0.026946601"
"3456","2022-03-11 10:48:08,636856014","192.168.2.10","192.168.2.6","UDP","0xe89f (59551)","253","0.026986637"
"3457","2022-03-11 10:48:08,663832297","192.168.2.10","192.168.2.6","UDP","0xe8b0 (59568)","252","0.026976283"
"3458","2022-03-11 10:48:08,690860460","192.168.2.10","192.168.2.6","UDP","0xe8b9 (59577)","252","0.027028163"
"3459","2022-03-11 10:48:08,717926172","192.168.2.10","192.168.2.6","UDP","0xe8be (59582)","251","0.027065712"
"3460","2022-03-11 10:48:08,744663916","192.168.2.10","192.168.2.6","UDP","0xe8c9 (59593)","253","0.026737744"
"3461","2022-03-11 10:48:08,771771574","192.168.2.10","192.168.2.6","UDP","0xe8da (59610)","253","0.027107658"
"3462","2022-03-11 10:48:08,798795399","192.168.2.10","192.168.2.6","UDP","0xe8e7 (59623)","247","0.027023825"
"3463","2022-03-11 10:48:08,825911401","192.168.2.10","192.168.2.6","UDP","0xe8fa (59642)","253","0.027116002"
"3464","2022-03-11 10:48:08,852821954","192.168.2.10","192.168.2.6","UDP","0xe90e (59662)","252","0.026910553"
"3465","2022-03-11 10:48:08,879821145","192.168.2.10","192.168.2.6","UDP","0xe929 (59689)","252","0.026999191"
"3466","2022-03-11 10:48:08,906865740","192.168.2.10","192.168.2.6","UDP","0xe93f (59711)","252","0.027044595"
"3467","2022-03-11 10:48:08,933815931","192.168.2.10","192.168.2.6","UDP","0xe94d (59725)","251","0.026950191"
"3468","2022-03-11 10:48:08,960814569","192.168.2.10","192.168.2.6","UDP","0xe954 (59732)","252","0.026998638"
"3469","2022-03-11 10:48:08,987806301","192.168.2.10","192.168.2.6","UDP","0xe962 (59746)","254","0.026991732"
"3470","2022-03-11 10:48:09,014864979","192.168.2.10","192.168.2.6","UDP","0xe973 (59763)","253","0.027058678"
"3471","2022-03-11 10:48:09,043120172","192.168.2.10","192.168.2.6","UDP","0xe988 (59784)","251","0.028255193"
"3472","2022-03-11 10:48:09,069885874","192.168.2.10","192.168.2.6","UDP","0xe9a0 (59808)","254","0.026765702"
"3473","2022-03-11 10:48:09,096775179","192.168.2.10","192.168.2.6","UDP","0xe9b1 (59825)","253","0.026889305"
"3474","2022-03-11 10:48:09,123819235","192.168.2.10","192.168.2.6","UDP","0xe9b5 (59829)","250","0.027044056"
"3475","2022-03-11 10:48:09,150843187","192.168.2.10","192.168.2.6","UDP","0xe9bd (59837)","253","0.027023952"
"3476","2022-03-11 10:48:09,178851787","192.168.2.10","192.168.2.6","UDP","0xe9d9 (59865)","252","0.028008600"
"3477","2022-03-11 10:48:09,206059220","192.168.2.10","192.168.2.6","UDP","0xe9e3 (59875)","254","0.027207433"
"3478","2022-03-11 10:48:09,232836840","192.168.2.10","192.168.2.6","UDP","0xe9f5 (59893)","252","0.026777620"
"3479","2022-03-11 10:48:09,258831817","192.168.2.10","192.168.2.6","UDP","0xea0d (59917)","254","0.025994977"
"3480","2022-03-11 10:48:09,285801004","192.168.2.10","192.168.2.6","UDP","0xea1f (59935)","253","0.026969187"
"3481","2022-03-11 10:48:09,312841975","192.168.2.10","192.168.2.6","UDP","0xea31 (59953)","249","0.027040971"
"3482","2022-03-11 10:48:09,339793384","192.168.2.10","192.168.2.6","UDP","0xea3f (59967)","251","0.026951409"
"3483","2022-03-11 10:48:09,366808425","192.168.2.10","192.168.2.6","UDP","0xea4b (59979)","252","0.027015041"
"3484","2022-03-11 10:48:09,393804720","192.168.2.10","192.168.2.6","UDP","0xea5f (59999)","252","0.026996295"
"3485","2022-03-11 10:48:09,420701007","192.168.2.10","192.168.2.6","UDP","0xea62 (60002)","250","0.026896287"
"3486","2022-03-11 10:48:09,447691831","192.168.2.10","192.168.2.6","UDP","0xea6d (60013)","250","0.026990824"
"3487","2022-03-11 10:48:09,474847240","192.168.2.10","192.168.2.6","UDP","0xea74 (60020)","254","0.027155409"
"3488","2022-03-11 10:48:09,501812116","192.168.2.10","192.168.2.6","UDP","0xea7f (60031)","252","0.026964876"
"3489","2022-03-11 10:48:09,528787547","192.168.2.10","192.168.2.6","UDP","0xea86 (60038)","250","0.026975431"
"3490","2022-03-11 10:48:09,555799371","192.168.2.10","192.168.2.6","UDP","0xea9e (60062)","252","0.027011824"
"3491","2022-03-11 10:48:09,582744053","192.168.2.10","192.168.2.6","UDP","0xeaaa (60074)","252","0.026944682"
"3492","2022-03-11 10:48:09,609783669","192.168.2.10","192.168.2.6","UDP","0xeab2 (60082)","250","0.027039616"
"3493","2022-03-11 10:48:09,636792320","192.168.2.10","192.168.2.6","UDP","0xeac5 (60101)","254","0.027008651"
"3494","2022-03-11 10:48:09,663768468","192.168.2.10","192.168.2.6","UDP","0xeadf (60127)","252","0.026976148"
"3495","2022-03-11 10:48:09,690829649","192.168.2.10","192.168.2.6","UDP","0xeae6 (60134)","252","0.027061181"
"3496","2022-03-11 10:48:09,717776978","192.168.2.10","192.168.2.6","UDP","0xeaec (60140)","250","0.026947329"
"3497","2022-03-11 10:48:09,744773933","192.168.2.10","192.168.2.6","UDP","0xeaee (60142)","254","0.026996955"
"3498","2022-03-11 10:48:09,771779315","192.168.2.10","192.168.2.6","UDP","0xeb04 (60164)","251","0.027005382"
"3499","2022-03-11 10:48:09,798753850","192.168.2.10","192.168.2.6","UDP","0xeb17 (60183)","250","0.026974535"
"3500","2022-03-11 10:48:09,826065584","192.168.2.10","192.168.2.6","UDP","0xeb30 (60208)","250","0.027311734"
"3501","2022-03-11 10:48:09,852745003","192.168.2.10","192.168.2.6","UDP","0xeb31 (60209)","252","0.026679419"
"3502","2022-03-11 10:48:09,879754057","192.168.2.10","192.168.2.6","UDP","0xeb40 (60224)","253","0.027009054"
"3503","2022-03-11 10:48:09,906830762","192.168.2.10","192.168.2.6","UDP","0xeb4b (60235)","254","0.027076705"
"3504","2022-03-11 10:48:09,933734624","192.168.2.10","192.168.2.6","UDP","0xeb63 (60259)","251","0.026903862"
"3505","2022-03-11 10:48:09,960851037","192.168.2.10","192.168.2.6","UDP","0xeb7e (60286)","253","0.027116413"
"3506","2022-03-11 10:48:09,987896852","192.168.2.10","192.168.2.6","UDP","0xeb90 (60304)","254","0.027045815"
"3507","2022-03-11 10:48:10,014949050","192.168.2.10","192.168.2.6","UDP","0xebab (60331)","253","0.027052198"
"3508","2022-03-11 10:48:10,041879044","192.168.2.10","192.168.2.6","UDP","0xebc4 (60356)","254","0.026929994"
"3509","2022-03-11 10:48:10,068770367","192.168.2.10","192.168.2.6","UDP","0xebd3 (60371)","252","0.026891323"
"3510","2022-03-11 10:48:10,095778514","192.168.2.10","192.168.2.6","UDP","0xebe7 (60391)","252","0.027008147"
"3511","2022-03-11 10:48:10,122877416","192.168.2.10","192.168.2.6","UDP","0xebef (60399)","253","0.027098902"
"3512","2022-03-11 10:48:10,149782941","192.168.2.10","192.168.2.6","UDP","0xebf4 (60404)","254","0.026905525"
"3513","2022-03-11 10:48:10,176860963","192.168.2.10","192.168.2.6","UDP","0xec0a (60426)","255","0.027078022"
"3514","2022-03-11 10:48:10,203699015","192.168.2.10","192.168.2.6","UDP","0xec24 (60452)","252","0.026838052"
"3515","2022-03-11 10:48:10,230844462","192.168.2.10","192.168.2.6","UDP","0xec26 (60454)","254","0.027145447"
"3516","2022-03-11 10:48:10,257749527","192.168.2.10","192.168.2.6","UDP","0xec28 (60456)","251","0.026905065"
"3517","2022-03-11 10:48:10,284709001","192.168.2.10","192.168.2.6","UDP","0xec2c (60460)","254","0.026959474"
"3518","2022-03-11 10:48:10,311882310","192.168.2.10","192.168.2.6","UDP","0xec2d (60461)","253","0.027173309"
"3519","2022-03-11 10:48:10,338785135","192.168.2.10","192.168.2.6","UDP","0xec3c (60476)","251","0.026902825"
"3520","2022-03-11 10:48:10,365785268","192.168.2.10","192.168.2.6","UDP","0xec53 (60499)","254","0.027000133"
"3521","2022-03-11 10:48:10,392822929","192.168.2.10","192.168.2.6","UDP","0xec54 (60500)","252","0.027037661"
"3522","2022-03-11 10:48:10,419659560","192.168.2.10","192.168.2.6","UDP","0xec61 (60513)","255","0.026836631"
"3523","2022-03-11 10:48:10,446993982","192.168.2.10","192.168.2.6","UDP","0xec71 (60529)","254","0.027334422"
"3524","2022-03-11 10:48:10,473732684","192.168.2.10","192.168.2.6","UDP","0xec76 (60534)","254","0.026738702"
"3525","2022-03-11 10:48:10,500831169","192.168.2.10","192.168.2.6","UDP","0xec7d (60541)","253","0.027098485"
"3526","2022-03-11 10:48:10,527722582","192.168.2.10","192.168.2.6","UDP","0xec92 (60562)","256","0.026891413"
"3527","2022-03-11 10:48:10,554811112","192.168.2.10","192.168.2.6","UDP","0xec9b (60571)","251","0.027088530"
"3528","2022-03-11 10:48:10,581711749","192.168.2.10","192.168.2.6","UDP","0xeca9 (60585)","251","0.026900637"
"3529","2022-03-11 10:48:10,609789430","192.168.2.10","192.168.2.6","UDP","0xecc0 (60608)","251","0.028077681"
"3530","2022-03-11 10:48:10,636850947","192.168.2.10","192.168.2.6","UDP","0xecd8 (60632)","255","0.027061517"
"3531","2022-03-11 10:48:10,663784103","192.168.2.10","192.168.2.6","UDP","0xecde (60638)","253","0.026933156"
"3532","2022-03-11 10:48:10,690730568","192.168.2.10","192.168.2.6","UDP","0xece7 (60647)","254","0.026946465"
"3533","2022-03-11 10:48:10,717880988","192.168.2.10","192.168.2.6","UDP","0xece8 (60648)","251","0.027150420"
"3534","2022-03-11 10:48:10,744768011","192.168.2.10","192.168.2.6","UDP","0xecf9 (60665)","251","0.026887023"
"3535","2022-03-11 10:48:10,771827545","192.168.2.10","192.168.2.6","UDP","0xecfe (60670)","254","0.027059534"
"3536","2022-03-11 10:48:10,798752865","192.168.2.10","192.168.2.6","UDP","0xed01 (60673)","254","0.026925320"
"3537","2022-03-11 10:48:10,825884187","192.168.2.10","192.168.2.6","UDP","0xed03 (60675)","255","0.027131322"
"3538","2022-03-11 10:48:10,852777361","192.168.2.10","192.168.2.6","UDP","0xed06 (60678)","254","0.026893174"
"3539","2022-03-11 10:48:10,879693955","192.168.2.10","192.168.2.6","UDP","0xed1c (60700)","256","0.026916594"
"3540","2022-03-11 10:48:10,906855018","192.168.2.10","192.168.2.6","UDP","0xed28 (60712)","254","0.027161063"
"3541","2022-03-11 10:48:10,933707324","192.168.2.10","192.168.2.6","UDP","0xed2f (60719)","254","0.026852306"
"3542","2022-03-11 10:48:10,960729201","192.168.2.10","192.168.2.6","UDP","0xed3e (60734)","256","0.027021877"
"3543","2022-03-11 10:48:10,987775175","192.168.2.10","192.168.2.6","UDP","0xed54 (60756)","253","0.027045974"
"3544","2022-03-11 10:48:11,014775031","192.168.2.10","192.168.2.6","UDP","0xed5b (60763)","255","0.026999856"
"3545","2022-03-11 10:48:11,041820131","192.168.2.10","192.168.2.6","UDP","0xed69 (60777)","257","0.027045100"
"3546","2022-03-11 10:48:11,068711738","192.168.2.10","192.168.2.6","UDP","0xed7a (60794)","255","0.026891607"
"3547","2022-03-11 10:48:11,095721101","192.168.2.10","192.168.2.6","UDP","0xed7b (60795)","254","0.027009363"
"3548","2022-03-11 10:48:11,122691064","192.168.2.10","192.168.2.6","UDP","0xed82 (60802)","257","0.026969963"
"3549","2022-03-11 10:48:11,149631792","192.168.2.10","192.168.2.6","UDP","0xed8a (60810)","254","0.026940728"
"3550","2022-03-11 10:48:11,176808609","192.168.2.10","192.168.2.6","UDP","0xed9a (60826)","253","0.027176817"
"3551","2022-03-11 10:48:11,203838876","192.168.2.10","192.168.2.6","UDP","0xedb2 (60850)","252","0.027030267"
"3552","2022-03-11 10:48:11,230794517","192.168.2.10","192.168.2.6","UDP","0xedba (60858)","254","0.026955641"
"3553","2022-03-11 10:48:11,257768665","192.168.2.10","192.168.2.6","UDP","0xedc7 (60871)","253","0.026974148"
"3554","2022-03-11 10:48:11,284793795","192.168.2.10","192.168.2.6","UDP","0xeddc (60892)","254","0.027025130"
"3555","2022-03-11 10:48:11,311774806","192.168.2.10","192.168.2.6","UDP","0xedde (60894)","255","0.026981011"
"3556","2022-03-11 10:48:11,338724242","192.168.2.10","192.168.2.6","UDP","0xede0 (60896)","254","0.026949436"
"3557","2022-03-11 10:48:11,365767895","192.168.2.10","192.168.2.6","UDP","0xedf1 (60913)","253","0.027043653"
"3558","2022-03-11 10:48:11,393835468","192.168.2.10","192.168.2.6","UDP","0xedf7 (60919)","257","0.028067573"
"3559","2022-03-11 10:48:11,420727084","192.168.2.10","192.168.2.6","UDP","0xee07 (60935)","255","0.026891616"
"3560","2022-03-11 10:48:11,447740266","192.168.2.10","192.168.2.6","UDP","0xee11 (60945)","253","0.027013182"
"3561","2022-03-11 10:48:11,474694231","192.168.2.10","192.168.2.6","UDP","0xee16 (60950)","253","0.026953965"
"3562","2022-03-11 10:48:11,501720772","192.168.2.10","192.168.2.6","UDP","0xee27 (60967)","254","0.027026541"
"3563","2022-03-11 10:48:11,528719930","192.168.2.10","192.168.2.6","UDP","0xee3c (60988)","255","0.026999158"
"3564","2022-03-11 10:48:11,555717726","192.168.2.10","192.168.2.6","UDP","0xee4f (61007)","255","0.026997796"
"3565","2022-03-11 10:48:11,582799806","192.168.2.10","192.168.2.6","UDP","0xee55 (61013)","253","0.027082080"
"3566","2022-03-11 10:48:11,609959556","192.168.2.10","192.168.2.6","UDP","0xee69 (61033)","253","0.027159750"
"3567","2022-03-11 10:48:11,636754895","192.168.2.10","192.168.2.6","UDP","0xee71 (61041)","254","0.026795339"
"3568","2022-03-11 10:48:11,663723874","192.168.2.10","192.168.2.6","UDP","0xee7d (61053)","255","0.026968979"
"3569","2022-03-11 10:48:11,690742093","192.168.2.10","192.168.2.6","UDP","0xee7f (61055)","254","0.027018219"
"3570","2022-03-11 10:48:11,717728296","192.168.2.10","192.168.2.6","UDP","0xee95 (61077)","253","0.026986203"
"3571","2022-03-11 10:48:11,744737360","192.168.2.10","192.168.2.6","UDP","0xeeae (61102)","254","0.027009064"
"3572","2022-03-11 10:48:11,771783148","192.168.2.10","192.168.2.6","UDP","0xeebe (61118)","253","0.027045788"
"3573","2022-03-11 10:48:11,798739377","192.168.2.10","192.168.2.6","UDP","0xeed2 (61138)","253","0.026956229"
"3574","2022-03-11 10:48:11,825694045","192.168.2.10","192.168.2.6","UDP","0xeeed (61165)","255","0.026954668"
"3575","2022-03-11 10:48:11,852762074","192.168.2.10","192.168.2.6","UDP","0xeefa (61178)","253","0.027068029"
"3576","2022-03-11 10:48:11,879674563","192.168.2.10","192.168.2.6","UDP","0xef0e (61198)","253","0.026912489"
"3577","2022-03-11 10:48:11,906697273","192.168.2.10","192.168.2.6","UDP","0xef1c (61212)","253","0.027022710"
"3578","2022-03-11 10:48:11,933772449","192.168.2.10","192.168.2.6","UDP","0xef27 (61223)","256","0.027075176"
"3579","2022-03-11 10:48:11,960655859","192.168.2.10","192.168.2.6","UDP","0xef3f (61247)","252","0.026883410"
"3580","2022-03-11 10:48:11,987657705","192.168.2.10","192.168.2.6","UDP","0xef5a (61274)","252","0.027001846"
"3581","2022-03-11 10:48:12,014744570","192.168.2.10","192.168.2.6","UDP","0xef72 (61298)","254","0.027086865"
"3582","2022-03-11 10:48:12,041837069","192.168.2.10","192.168.2.6","UDP","0xef89 (61321)","255","0.027092499"
"3583","2022-03-11 10:48:12,068897436","192.168.2.10","192.168.2.6","UDP","0xefa0 (61344)","252","0.027060367"
"3584","2022-03-11 10:48:12,097864229","192.168.2.10","192.168.2.6","UDP","0xefba (61370)","251","0.028966793"
"3585","2022-03-11 10:48:12,124777836","192.168.2.10","192.168.2.6","UDP","0xefc9 (61385)","254","0.026913607"
"3586","2022-03-11 10:48:12,151741404","192.168.2.10","192.168.2.6","UDP","0xefe1 (61409)","254","0.026963568"
"3587","2022-03-11 10:48:12,178751437","192.168.2.10","192.168.2.6","UDP","0xeff3 (61427)","250","0.027010033"
"3588","2022-03-11 10:48:12,205895685","192.168.2.10","192.168.2.6","UDP","0xf000 (61440)","250","0.027144248"
"3589","2022-03-11 10:48:12,232715008","192.168.2.10","192.168.2.6","UDP","0xf015 (61461)","252","0.026819323"
"3590","2022-03-11 10:48:12,259738182","192.168.2.10","192.168.2.6","UDP","0xf030 (61488)","255","0.027023174"
"3591","2022-03-11 10:48:12,286634711","192.168.2.10","192.168.2.6","UDP","0xf040 (61504)","252","0.026896529"
"3592","2022-03-11 10:48:12,313828643","192.168.2.10","192.168.2.6","UDP","0xf055 (61525)","250","0.027193932"
"3593","2022-03-11 10:48:12,340976354","192.168.2.10","192.168.2.6","UDP","0xf058 (61528)","254","0.027147711"
"3594","2022-03-11 10:48:12,367654097","192.168.2.10","192.168.2.6","UDP","0xf06e (61550)","253","0.026677743"
"3595","2022-03-11 10:48:12,394652242","192.168.2.10","192.168.2.6","UDP","0xf073 (61555)","254","0.026998145"
"3596","2022-03-11 10:48:12,421709297","192.168.2.10","192.168.2.6","UDP","0xf07f (61567)","254","0.027057055"
"3597","2022-03-11 10:48:12,448695399","192.168.2.10","192.168.2.6","UDP","0xf08d (61581)","252","0.026986102"
"3598","2022-03-11 10:48:12,475647398","192.168.2.10","192.168.2.6","UDP","0xf0a7 (61607)","253","0.026951999"
"3599","2022-03-11 10:48:12,502739198","192.168.2.10","192.168.2.6","UDP","0xf0ba (61626)","254","0.027091800"
