"No.","Time","Source","Destination","Protocol","Identification","Frame length on the wire","Time since previous frame"
"194","2022-03-11 10:56:27,476936612","192.168.2.10","192.168.2.6","UDP","0xde19 (56857)","252","0.026985003"
"195","2022-03-11 10:56:27,503886302","192.168.2.10","192.168.2.6","UDP","0xde2b (56875)","253","0.026949690"
"196","2022-03-11 10:56:27,530844979","192.168.2.10","192.168.2.6","UDP","0xde31 (56881)","252","0.026958677"
"197","2022-03-11 10:56:27,557878095","192.168.2.10","192.168.2.6","UDP","0xde44 (56900)","252","0.027033116"
"198","2022-03-11 10:56:27,584876334","192.168.2.10","192.168.2.6","UDP","0xde53 (56915)","252","0.026998239"
"199","2022-03-11 10:56:27,612062533","192.168.2.10","192.168.2.6","UDP","0xde59 (56921)","253","0.027186199"
"200","2022-03-11 10:56:27,638945188","192.168.2.10","192.168.2.6","UDP","0xde73 (56947)","252","0.026882655"
"201","2022-03-11 10:56:27,665898237","192.168.2.10","192.168.2.6","UDP","0xde7e (56958)","253","0.026953049"
"202","2022-03-11 10:56:27,692804656","192.168.2.10","192.168.2.6","UDP","0xde81 (56961)","253","0.026906419"
"203","2022-03-11 10:56:27,719951654","192.168.2.10","192.168.2.6","UDP","0xde96 (56982)","252","0.027146998"
"204","2022-03-11 10:56:27,746795878","192.168.2.10","192.168.2.6","UDP","0xdea1 (56993)","252","0.026844224"
"205","2022-03-11 10:56:27,773899563","192.168.2.10","192.168.2.6","UDP","0xdeb0 (57008)","253","0.027103685"
"206","2022-03-11 10:56:27,801319914","192.168.2.10","192.168.2.6","UDP","0xdec9 (57033)","251","0.027420351"
"207","2022-03-11 10:56:27,827951916","192.168.2.10","192.168.2.6","UDP","0xded4 (57044)","253","0.026632002"
"208","2022-03-11 10:56:27,855154243","192.168.2.10","192.168.2.6","UDP","0xdeef (57071)","253","0.027202327"
"209","2022-03-11 10:56:27,881916593","192.168.2.10","192.168.2.6","UDP","0xdefb (57083)","251","0.026762350"
"210","2022-03-11 10:56:27,908961569","192.168.2.10","192.168.2.6","UDP","0xdf02 (57090)","251","0.027044976"
"211","2022-03-11 10:56:27,935880365","192.168.2.10","192.168.2.6","UDP","0xdf0e (57102)","248","0.026918796"
"212","2022-03-11 10:56:27,962911201","192.168.2.10","192.168.2.6","UDP","0xdf1c (57116)","250","0.027030836"
"213","2022-03-11 10:56:27,989847454","192.168.2.10","192.168.2.6","UDP","0xdf29 (57129)","252","0.026936253"
